"","Description","NES","p.adjust","core_enrichment"
"GO:0046928","regulation of neurotransmitter secretion",-2.35459512718235,1.37023117878325e-06,"148/320/783/112755/134957/107/6812/6622/5864/6855/9783/5579/79772/6804/1812/6623/10815/116443/3356/5582/6860/22999/6857/10814/815"
"GO:0045787","positive regulation of cell cycle",2.40754039615647,1.43333350502021e-06,"1956/8061/9212/9700/144455/4609/995/1978/11065/9787/6790/3955/891/983/81610/81620/5914/3280/113130/4487/26271/6909/10635/10926/2146/1019/1663/351/811/23476/4041/84722/990/1981"
"GO:0098889","intrinsic component of presynaptic membrane",-2.38504929430475,1.80841771319583e-06,"9066/27020/6506/1272/1128/3765/6529/2550/491/27255/6804/1812/4986/2913/401190/53942/492/6326/2558/3356/3760"
"GO:1990904","ribonucleoprotein complex",2.18598039880466,1.88156390263387e-06,"7431/220717/55226/8994/3185/3958/80336/2597/8662/55720/84261/6201/705/811/10189/51690/3182/60/10399/1981/6187/6142/9136/6159/6175/85395/10856/6626/55702/54663/1938/79706/11338/55168/9775/3028/51428/3609/2091/6141/55505/6223/4904/23293/9416/23521/10992/28987/6132/23020/25804/23212/83443/54883/9092/51593/65003/51253/27044/56949/3692/23481/10291/8666/85451/51154/1994/26155/26156/116541/64949/6134/5591/6209/58509/63875/84967/10985/6633/6147/9343/9410/8602/22913/23246/6143/6193/151903/3297/27316/81/10248/3069/56259/10421/6158/88745/92856/55173/87178"
"GO:0050432","catecholamine secretion",-2.37459946318782,1.9293167020441e-06,"9066/6622/5864/2550/6861/127833/11255/6804/143425/4986/6623/7432/1113/57586/3356/6860/6857/9607"
"GO:0050433","regulation of catecholamine secretion",-2.37459946318782,1.9293167020441e-06,"9066/6622/5864/2550/6861/127833/11255/6804/143425/4986/6623/7432/1113/57586/3356/6860/6857/9607"
"GO:0051052","regulation of DNA metabolic process",2.2895950849169,1.95343984972067e-06,"1956/9212/3009/23529/144455/4609/3007/90381/7157/3006/2305/1026/983/7291/81620/1054/10721/55226/890/604/26271/25865/10635/8914/10459/10926/5570/5888/51659/581/1663/3838/641/3008/10189/64855/63922/60/3014/55257/990/2139/5984/5429/86/7468/10856/10155/908/11232"
"GO:0071805","potassium ion transmembrane transport",-2.19569407883398,2.193555424831e-06,"3737/6844/3766/3759/6558/123041/9033/9472/3786/477/8514/65268/90134/3249/57628/126755/131096/3763/274/3765/259232/10242/3792/481/30819/56660/25769/3787/27133/57582/23416/53828/845/7881/4986/288/3775/348980/27012/5999/287/3747/57468/3760/6616"
"GO:0010965","regulation of mitotic sister chromatid separation",3.06968167972897,2.36714913344722e-06,"9212/9700/11065/9787/5347/9319/891/10460/699/9232/1063/81620/11130/10783/26271/10459"
"GO:0033045","regulation of sister chromatid segregation",3.06968167972897,2.36714913344722e-06,"9212/9700/11065/9787/5347/9319/891/10460/699/9232/1063/81620/11130/10783/26271/10459"
"GO:0051306","mitotic sister chromatid separation",3.06968167972897,2.36714913344722e-06,"9212/9700/11065/9787/5347/9319/891/10460/699/9232/1063/81620/11130/10783/26271/10459"
"GO:1905818","regulation of chromosome separation",3.06968167972897,2.36714913344722e-06,"9212/9700/11065/9787/5347/9319/891/10460/699/9232/1063/81620/11130/10783/26271/10459"
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle",3.01701975892923,2.37608719646103e-06,"9212/9700/11065/9787/5347/9319/891/10460/699/1063/81620/11130/10783/26271/10459"
"GO:0044784","metaphase/anaphase transition of cell cycle",3.01701975892923,2.37608719646103e-06,"9212/9700/11065/9787/5347/9319/891/10460/699/1063/81620/11130/10783/26271/10459"
"GO:0022613","ribonucleoprotein complex biogenesis",2.39656703813252,2.40294999241563e-06,"220717/55226/55720/57602/6201/705/54555/57647/9136/51491/6175/85395/10856/55702/54663/9775/2091/79039/57418/55505/29997/6223/10514/79922/9416/23521/28987/23020/54606/25804/23212/54475/6838/51547/9092/115939/56949/3692/23481/8683/10291/55646/51154/115416/84365/26155/26156/6134/55794/5591/6209/6633/6147/8602/84231/10360/29777/23246/6193/10248/10421/88745/29889/92856/91746"
"GO:0050806","positive regulation of synaptic transmission",-2.2772833828411,2.49095740769549e-06,"148/7143/80863/783/9378/10858/112755/64084/107/729956/6812/6622/2905/27020/4915/9783/5590/9211/25769/2904/6804/1812/10369/4900/766/9699/2903/793/6543/5582/22999/6616/6857/10368"
"GO:0051303","establishment of chromosome localization",3.02548935821683,3.03751047943619e-06,"9212/9787/891/1063/81610/81620/11004/81930/3833/83540/55143/113130/3835/84722/3619/79643"
"GO:0048729","tissue morphogenesis",2.12411316757047,3.17768656218875e-06,"1956/3976/7422/133/1281/1482/4192/10630/3371/3488/1282/341640/6781/6474/4609/255743/7041/3678/2316/4323/8324/8828/115908/7291/57664/84962/157506/977/5914/182/6608/6591/3280/3675/9423/89958/3911/4487/56963/5754/25865/6662/6909/8914/1969/7855/4478/71/6201/8829/8985/2535/4041/10979/10253/60/2139/7408/6239/2022/79600/23462/10155/8642/6491/9231/23275/57045/4851"
"GO:0048144","fibroblast proliferation",3.01780888209771,3.2165657059998e-06,"1956/1281/3725/6648/4609/7157/1026/891/890/2355/6277/581/1019/1869/56034/990"
"GO:0007612","learning",-2.22642662210997,3.26309372774403e-06,"8867/5577/7143/10411/23542/9378/477/4130/5532/27020/4915/577/6529/10396/3815/56924/6900/84502/25769/2915/50944/2902/1812/2258/10716/4986/4900/57144/26047/2903/6543/2558/57468/1996/338811/6616"
"GO:0007600","sensory perception",-2.00392526708514,3.4865532198998e-06,"390260/5950/3249/120776/286365/23620/346517/6096/5864/7480/3815/391192/283297/491/4935/120775/222662/56923/127066/391190/25769/50944/151647/55800/4995/127074/84530/2774/4886/4036/9478/391195/63895/4986/7432/2917/80036/23349/26246/2903/53942/51764/6863/51761/391191/2911/2558/127059/3356/10804/22999/57282/1428"
"GO:0098936","intrinsic component of postsynaptic membrane",-2.26522869847435,3.83237712377047e-06,"64084/107/729956/27020/1272/2045/1128/114798/6529/2556/2550/491/6900/2915/57497/1812/145581/10369/4986/2913/401190/2903/9890/6546/2563/2557/116443/2555/2558/3356/10368"
"GO:0032200","telomere organization",2.68569154199864,4.36081885468141e-06,"9212/8968/8355/8358/8352/4609/8356/8354/8368/8359/55226/8361/8353/8350/5570/5888/2146/641/8366/8360/908/9401/85456/55505/23293/51548/10574/11284"
"GO:0060349","bone morphogenesis",2.93778964077587,5.24622366671013e-06,"4057/1281/1277/6781/6474/871/4323/7291/3037/5914/4487/6662/4665/7059/4054/4041/9249"
"GO:0031644","regulation of nervous system process",-2.29900138023241,5.35593854934606e-06,"118738/112755/9456/6663/745/729956/4099/2257/5590/56923/50944/151647/2902/6804/58512/4986/7432/22839/9699/56853/5999/6543/2911/22999/9607"
"GO:0035725","sodium ion transmembrane transport",-2.24827461074536,5.35593854934606e-06,"65268/6324/57520/6529/259232/2257/6539/481/6540/25769/8911/55800/6534/53828/6327/2258/55117/288/6546/388662/3775/6326/348980/6543/57030/57282"
"GO:0009611","response to wounding",2.13433653841734,6.76016919466969e-06,"6288/2778/7422/133/1281/1277/5054/4015/4192/10630/3371/3725/6382/51330/114897/6648/4609/3162/2162/3678/5328/6790/2316/84034/1026/5265/8324/60681/983/84962/1265/1192/7076/977/8291/5339"
"GO:0007369","gastrulation",2.76567272769328,6.94897740689796e-06,"1846/4318/7157/1284/3678/4323/8324/3912/3675/1290/1291/3679/1969/3676/8862/4041/2139/10399/5598/1847/4324/23275/57045/1856/6722"
"GO:0042742","defense response to bacterium",2.75381557511157,7.02767164062222e-06,"5320/8970/6364/5266/4057/8346/5054/602/54210/2634/84034/7425/11117/57817/8344/8343/23166/7132/1969/3148/79792/6464"
"GO:0000793","condensed chromosome",2.34247050378595,7.30594317210729e-06,"9212/332/220134/55355/64151/5347/4288/891/699/1063/147841/81620/11004/81930/83540/79019/79682/11130/10609/1104/29893/5888/641/3148/3835/23476/3014/222229/9735/3619/79643/4085"
"GO:0036465","synaptic vesicle recycling",-2.26171125714309,7.33891914569864e-06,"284697/8867/6453/8871/112755/5532/9066/6622/5864/6855/274/8301/26052/273/9829/6620/6861/127833/6804/6623/6456/29993/6457/9892/57030/6857"
"GO:0001816","cytokine production",2.09894251593176,7.45821235429104e-06,"283120/6288/4057/1281/1116/5054/602/4192/54210/23601/10538/3162/4060/80149/28951/2633/10644/7291/3556/1054/5914/6591/604/25865/10293/2597/5125/684/3654/1969/929/7855/2146/23180/10385/114769/351/4054/3315/567/3148/79792/51564"
"GO:0043009","chordate embryonic development",2.0991489055355,7.77718391297335e-06,"1956/3976/7422/133/8061/1281/1277/3236/1482/7004/6474/144455/4609/7157/4323/9133/60681/3955/115908/891/7291/157506/7262/5914/6608/3280/79682/4487/56963/5754/7205/6662/5125/1969/7855/123920/6201/705/8985/2535/8531/4627/23509/9871/6935/8178/7408/3276/79600/86/23462/10155/8642/6491/54663/11232/9775/4851/9654/54892/9546/824/4849/207/2768/55959/1856/6722/4904"
"GO:0048145","regulation of fibroblast proliferation",2.91012578146717,8.89430290258193e-06,"1956/3725/6648/4609/7157/1026/891/890/2355/6277/581/1019/1869/56034/990"
"GO:0000779","condensed chromosome, centromeric region",2.60315058554061,9.02227886272653e-06,"9212/332/220134/55355/64151/5347/891/699/1063/147841/81620/11004/81930/83540/79019/79682/11130"
"GO:0003682","chromatin binding",2.08740968943365,9.38246558117651e-06,"1956/3236/1482/3009/23397/3725/3007/90381/7157/3006/80149/1647/6472/22904/983/84962/1063/81620/10721/3159/5424/5914/4998/6591/3280/22809/113130/2355/604/6662/1104/83743/5888/2146/1663/26147/29028/3008/23476/51564/5585/6935/60/1786/222229/1912/5970/86/7468/10856/661/10155/6774/4851/468/6749/55818/3005/6722/4904/51548/6597/90378/11335/51547/4221/3015/440093/3661/10473/9985/148479/2962/84629/116092/26155/3065/9612"
"GO:0045930","negative regulation of mitotic cell cycle",2.44703278440682,1.01844828953477e-05,"9212/7465/144455/90381/7157/1026/5347/9319/891/983/699/1063/4582/81620/51512/4998/146956/11130/604/26271/10459/2146/10385/641/990/9735/10950/25959/80198/4085"
"GO:0060348","bone development",2.45509332400783,1.02720158446029e-05,"2778/4057/1281/1277/4015/302/6781/6474/871/7157/56975/4323/7291/3037/5914/2121/285590/4487/6662/4665/7059/4054/5479/4041/56034/9249/2022/64175/7468"
"GO:0071216","cellular response to biotic stimulus",2.46647240436003,1.0323366222788e-05,"2921/4057/5054/2920/7157/7431/80149/22904/5914/57817/146956/6915/3654/929/7855/1019/79155/114769/3148/8754/5970/80198/10318/7494/85363/3309/4851/4792/824/207/10270"
"GO:0032589","neuron projection membrane",-2.30141731643249,1.0323366222788e-05,"24141/729956/3208/6506/2556/90249/2550/491/2567/26047/2557/2555/2558/3747/2565/57468"
"GO:0009792","embryo development ending in birth or egg hatching",2.07214407186385,1.17075511773903e-05,"1956/3976/7422/133/8061/1281/1277/3236/1482/7004/6474/144455/4609/7157/4323/9133/60681/3955/115908/891/7291/157506/7262/5914/6608/3280/79682/4487/56963/5754/7205/6662/5125/1969/7855/123920/6201/705/8985/2535/8531/4627/23509/9871/6935/8178/7408/3276/79600/86/23462/10155/8642/6491/54663/11232/9775/4851/9654/54892/9546/824/4849/207/2768/55959/1856/6722/4904"
"GO:0030071","regulation of mitotic metaphase/anaphase transition",2.92222444793272,1.17188065416426e-05,"9212/9700/11065/9787/5347/9319/891/699/1063/81620/11130/10783/26271/10459/990/9735/4085"
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle",2.92222444793272,1.17188065416426e-05,"9212/9700/11065/9787/5347/9319/891/699/1063/81620/11130/10783/26271/10459/990/9735/4085"
"GO:0140013","meiotic nuclear division",2.5908686872055,1.37034411626853e-05,"3976/9700/23397/259266/6790/9133/5347/9319/699/9232/146956/81930/83540/991/4487/26271/10609/10635/29893/5888"
"GO:0007613","memory",-2.22216644368552,1.45429848914671e-05,"4130/107/729956/5532/6529/56924/5590/22849/25769/50944/814/1812/2258/57144/5923/2903/1620/793/6326/6543/3356/6860/338811"
"GO:0099055","integral component of postsynaptic membrane",-2.18508098365919,1.65828452641755e-05,"64084/107/729956/27020/2045/1128/114798/6529/2556/2550/491/2915/57497/1812/145581/10369/4986/2913/2903/9890/6546/2563/2557/116443/2555/2558/3356/10368"
"GO:0051304","chromosome separation",2.80840338426837,1.69847712139441e-05,"9212/9700/23397/11065/9787/5347/9319/891/10460/699/9232/1063/81620/146956/11130/10783/26271/10459"
"GO:1903046","meiotic cell cycle process",2.48869267912901,1.8907147682421e-05,"3976/9700/23397/259266/995/6790/9133/5347/9319/699/9232/146956/81930/83540/991/4487/26271/10609/10635/29893/5888"
"GO:0000776","kinetochore",2.62487863737685,1.99315680037094e-05,"9212/332/220134/55355/5347/891/699/1063/147841/81620/11004/81930/83540/79019/79682/11130/3835/222229/9735/3619/79643/4085"
"GO:2001251","negative regulation of chromosome organization",2.84569896031046,2.11504419236666e-05,"9212/9700/5347/9319/891/699/9232/1063/81620/55226/11130/26271/10459"
"GO:0043204","perikaryon",-2.15903396208189,2.11629943476468e-05,"85442/5798/65078/6324/79739/3208/9148/1393/146760/5414/8001/3798/4986/7432/9362/26047/5126/401190/5274/10815/3775/58157/6543/3747/57468/1996/57282/10814"
"GO:0042060","wound healing",2.14510823841119,2.21397002728642e-05,"6288/2778/7422/1281/1277/5054/4015/10630/6382/51330/114897/3162/2162/3678/5328/2316/84034/1026/5265/8324/60681/84962/1265/1192/7076/977/8291/5339"
"GO:0001704","formation of primary germ layer",2.83749404657373,2.31076074112978e-05,"1846/4318/1284/3678/4323/8324/3912/3675/1290/1291/3679/1969/3676/2139/1847/4324/23275/57045"
"GO:0006814","sodium ion transport",-2.12226763285154,2.34036866258624e-05,"5581/81539/79570/347051/151258/6558/123041/9033/64849/477/65268/6324/57520/1272/6529/259232/2257/6539/481/6540/25769/8911/154215/55800/6534/53828/115584/6327/57084/2258/55117/288/6546/388662/3775/6326/348980/6543/57030/57282"
"GO:0015081","sodium ion transmembrane transporter activity",-2.19205286828472,2.34708447153807e-05,"347051/6558/123041/9033/64849/477/6511/6324/6506/6529/259232/6539/481/6540/25769/8911/55800/6534/115584/6327/55117/6546/3775/6326/348980/6543/57030/57282"
"GO:0099056","integral component of presynaptic membrane",-2.24824229871359,2.5581763584067e-05,"9066/27020/6506/1128/3765/6529/2550/491/6804/1812/4986/2913/492/6326/2558/3356/3760"
"GO:0001649","osteoblast differentiation",2.24041265525738,2.60475711751117e-05,"4057/2201/1277/9902/3381/4015/3371/3488/23601/6474/255743/25937/56975/115908/7291/1192/182/7130/6608/6591/9260/8994/1291/26271/1052/6662/7171/1969"
"GO:0042770","signal transduction in response to DNA damage",2.60890745521212,2.64745362724365e-05,"602/10538/144455/90381/7157/2305/1647/1026/5347/983/7291/4582/51512/146956/6591/4487/10459/83667/641/1869/3014/80198/55702"
"GO:0007565","female pregnancy",2.59554214443645,2.65257836541506e-05,"3976/7422/133/8061/8614/3485/4318/3488/7004/6781/3678/1268/7005/7076/5914/3675/85360/5125/5764/811/6513/1307"
"GO:0035249","synaptic transmission, glutamatergic",-2.19401643809031,2.66849115408674e-05,"7143/23542/9378/477/23025/9456/6812/9162/2915/1812/63908/10369/57084/2913/2917/9890/1006/2911/3356/440279/57030/6857/10368"
"GO:0032963","collagen metabolic process",2.80523211549615,2.82404966878417e-05,"4316/1277/9902/4327/4318/871/7431/4323/11117/4261/10609/4239/57333/8985/2022/64175/4324"
"GO:0048568","embryonic organ development",2.07967319119359,3.04514471846532e-05,"1956/3976/7422/133/55584/2201/3236/1482/7004/6474/144455/10763/7157/4323/7005/115908/2202/7291/157506/5456/7262/5914/6608/3280/9423/4487/5754/6662/6909/259236/5125/1969/7855"
"GO:0051606","detection of stimulus",-2.07612000102649,3.12585022400497e-05,"6785/58473/135924/259285/390260/3249/120776/286365/346517/10242/3815/391192/283297/30819/120775/222662/127066/391190/25769/7222/4995/127074/1040/845/391195/63895/80036/23349/26246/6262/6863/51761/391191/127059/3356/6857"
"GO:0001837","epithelial to mesenchymal transition",2.5693258837518,3.31474566298288e-05,"1277/4192/10630/7041/25937/2316/7291/3037/81610/399473/182/4017/6591/84695/4487/6662/10459/2146/10979/3182/10253/2022/23462/10155/9231/23275/4851"
"GO:0009593","detection of chemical stimulus",-2.20247023451156,3.3500028712323e-05,"135924/259285/390260/120776/286365/346517/10242/391192/283297/30819/120775/127066/391190/4995/127074/845/391195/26246/6262/391191/127059/6857"
"GO:0006275","regulation of DNA replication",2.73623870932771,3.3949903911647e-05,"1956/144455/90381/7157/983/81620/890/604/26271/8914/10926/51659/641/63922/990/5984/86/10856/11232"
"GO:0048488","synaptic vesicle endocytosis",-2.18547416147116,3.40976957294701e-05,"115677/6844/284697/8867/6453/8871/5532/6622/6855/274/8301/26052/273/9829/6620/6861/127833/6804/6623/6456/29993/6457/9892/57030/6857"
"GO:0140238","presynaptic endocytosis",-2.18547416147116,3.40976957294701e-05,"115677/6844/284697/8867/6453/8871/5532/6622/6855/274/8301/26052/273/9829/6620/6861/127833/6804/6623/6456/29993/6457/9892/57030/6857"
"GO:0042273","ribosomal large subunit biogenesis",2.82972458891086,3.48848561141219e-05,"220717/51491/6175/54663/29997/23212/54475/6838/3692/23481/51154/115416/84365/26155/26156/6134/55794/6147/84231/23246"
"GO:0015079","potassium ion transmembrane transporter activity",-2.15660158636718,3.49325503929512e-05,"3737/3766/3759/6558/123041/9033/3786/477/8514/90134/126755/131096/3763/3765/10242/481/30819/56660/25769/3787/27133/57582/23416/53828/7881/3775/348980/27012/3747/57468/3760/6616"
"GO:0035418","protein localization to synapse",-2.22622752786144,3.73188350926876e-05,"9378/23096/112755/4130/9456/2905/3800/5590/9211/8927/50944/10369/3798/27445/2903/10815/9912/6616/10368"
"GO:0090068","positive regulation of cell cycle process",2.34786286999612,3.86356564635925e-05,"1956/9212/9700/144455/995/11065/9787/6790/891/983/81610/81620/113130/4487/26271/6909/10635/10926/2146/1019/1663/351/23476/4041/990/1981/4085/6491"
"GO:0034341","response to interferon-gamma",2.74894145013573,3.9193706679067e-05,"6362/6364/4609/7157/7431/2634/2633/7791/4261/55647/84166/1613/2597/684/23580/71"
"GO:0048786","presynaptic active zone",-2.19383659077782,4.10684457114099e-05,"23025/112755/2983/6812/27020/2571/5864/6855/26059/9783/491/8927/6804/2917/27445/9699/9912/140679/22999/440279/57030"
"GO:0050906","detection of stimulus involved in sensory perception",-2.1537924254594,4.33112936473431e-05,"123041/79955/9033/135924/259285/390260/3249/120776/286365/346517/3815/391192/283297/120775/222662/127066/391190/4995/127074/391195/63895/23349/26246/51761/391191/127059/3356"
"GO:0051321","meiotic cell cycle",2.31167189082668,4.38724816520266e-05,"3976/9700/23397/259266/995/6790/9133/3955/5347/9319/699/9232/146956/81930/83540/991/4487/26271/10609/10635/29893/5888"
"GO:0071356","cellular response to tumor necrosis factor",2.30930055566326,4.47519484763333e-05,"8970/6362/6364/1277/1116/55504/330/255743/7157/80149/2634/2633/3037/57817/3280/10293/7132/83483/114769/1687/8531"
"GO:0010212","response to ionizing radiation",2.54183198886018,4.53046876505069e-05,"6648/4609/90381/7157/1647/1026/64782/57817/6591/221927/121457/10635/5888/581/641/3014/3309/85456/6794/1936"
"GO:0044304","main axon",-2.21138167402481,5.18540573815673e-05,"3786/4897/4133/8514/4130/6324/6695/6506/274/4099/2550/10382/6900/1393/7881/57471/23114/26047/288/6326/57554/3747"
"GO:0140029","exocytic process",-2.20974613645896,5.18540573815673e-05,"23025/112755/134957/6812/6622/2039/5864/26059/54843/6804/143425/5865/63908/10815/115827/440279/6616/6857/10814"
"GO:0019233","sensory perception of pain",-2.2257641277413,5.253303498167e-05,"56923/151647/55800/4886/4986/7432/23349/2903/6863/2911/3356"
"GO:0071346","cellular response to interferon-gamma",2.75746477746933,5.78392406227618e-05,"6362/6364/4609/7157/7431/2634/2633/7791/55647/84166/1613/2597/23580/71"
"GO:0007051","spindle organization",2.36889049560102,5.98655623847264e-05,"9212/9700/259266/9787/6790/2316/24137/9133/5347/891/10460/4605/56992/3833/83540/991/22974/10783/26271/1104"
"GO:0019722","calcium-mediated signaling",-2.07819652355033,5.98655623847264e-05,"6444/3708/123041/10645/9472/23261/55607/477/64805/6014/11251/83988/5532/2905/2039/3208/10231/481/2065/4935/56923/2915/79772/2904/2902/283455/845/2903/6546/11163/6262/933/287/6543"
"GO:0098685","Schaffer collateral - CA1 synapse",-2.16407165022884,6.58335128427231e-05,"320/7143/23096/107/27020/2045/6855/1128/2550/4744/5590/8927/2915/50944/57497/10369/4747/10815/9118/2911/6854/10368"
"GO:0051225","spindle assembly",2.53487527242144,6.60501864280546e-05,"9212/259266/6790/2316/24137/9133/5347/4605/56992/3833/991/22974/10783/26271/1104"
"GO:0006821","chloride transport",-2.12843178773831,6.61670812656203e-05,"22802/6529/2556/2567/2562/2915/8001/203859/5593/766/121601/2563/2557/2555/2558/2565/57468/57282"
"GO:0015872","dopamine transport",-2.19148910570313,7.04812777512396e-05,"9066/6622/5864/2550/6861/127833/143425/1812/5865/4986/6623/57586/3356/6860/6857"
"GO:0005178","integrin binding",2.45713203891691,7.06528091903141e-05,"1281/3381/11082/3383/255743/3678/4323/11117/977/5034/3912/87/3675/3911/3679/10516/3676/5764/8425/811/4627/10979/3913/1307/8754/10518"
"GO:0038061","NIK/NF-kappaB signaling",2.5508523726924,7.80149515165408e-05,"1956/1116/602/56892/330/80149/8795/7205/9020/3654/929/11156/351/811/51564/4791/5970/10392/4792/207/10616/5531"
"GO:0044843","cell cycle G1/S phase transition",2.12329370173673,8.2927696745327e-05,"1956/7465/56892/144455/4609/128239/7157/1978/1026/1031/586/81610/4582/51512/890/6909/1104/10926/2146/1019/10385/26524/1869/23476/1033/990/1981/25959/1021/6491"
"GO:0051216","cartilage development",2.47651920767648,8.37182265063179e-05,"25884/1281/1277/1116/4192/6781/6474/871/2202/1302/7076/5914/2121/4017/6591/23516/4487/6662/7059"
"GO:0000149","SNARE binding",-2.10946348930463,8.3884939463226e-05,"23025/112755/134957/773/6812/8447/9066/6622/8301/9515/6861/127833/6804/143425/63908/10815/6843/57586/9892/6860/440279/6616/6857/10814"
"GO:0035637","multicellular organismal signaling",-2.03985546237577,8.7073137333602e-05,"4915/274/10242/4099/2257/481/491/29119/8911/55800/1812/845/10369/6327/23114/26047/288/6546/492/6262/6326/287/6543/3760/10368/9607"
"GO:0031570","DNA integrity checkpoint signaling",2.55185526562993,8.79441123176927e-05,"90381/7157/1026/5347/983/4582/81620/51512/4998/146956/8914/641/1869/3014/990/80198/79968/29997/835"
"GO:0043197","dendritic spine",-2.0536496913672,8.84468759798535e-05,"51104/3759/57537/5577/320/55607/477/9456/729956/3208/4915/9148/26232/26052/2550/491/9162/2915/50944/2902/1812/56899/2913/4900/5662/401190/2903/6546/9912/793/6543/815"
"GO:0044309","neuron spine",-2.0536496913672,8.84468759798535e-05,"51104/3759/57537/5577/320/55607/477/9456/729956/3208/4915/9148/26232/26052/2550/491/9162/2915/50944/2902/1812/56899/2913/4900/5662/401190/2903/6546/9912/793/6543/815"
"GO:0034612","response to tumor necrosis factor",2.29720917535032,8.92457188570564e-05,"8970/6362/6364/1277/1116/55504/330/255743/7157/80149/2634/2633/3037/57817/3280/10293/7132/929/83483/114769/1687/8531/8754/837/5970"
"GO:1902850","microtubule cytoskeleton organization involved in mitosis",2.42960229793717,9.09096707645608e-05,"9212/9700/9787/6790/2316/24137/5347/891/10460/4605/56992/3833/83540/991/89958/22974/10783/1104"
"GO:0000781","chromosome, telomeric region",2.37393718583278,9.09096707645608e-05,"8368/983/8359/5424/4998/55226/8361/3018/10635/4172/5888/2146/4174/641/8366/10189/3014/222229/8360/4176/4175/9401/23293/51548/79228/11335/4221/4173/5591/5500/5499/3021/7515/9894"
"GO:0005249","voltage-gated potassium channel activity",-2.1762191719085,9.20522597592886e-05,"3737/3766/3759/3786/8514/90134/126755/131096/3763/3765/30819/3787/27133/57582/23416/7881/3775/348980/27012/3747/3760/6616"
"GO:1902476","chloride transmembrane transport",-2.16700679252273,9.37460923922515e-05,"6529/2556/2567/2562/8001/203859/121601/2563/2557/2555/2558/2565/57468"
"GO:0048705","skeletal system morphogenesis",2.46639824215405,9.72336831743392e-05,"4057/2201/1281/1277/3236/6781/6474/871/4323/7291/157506/3037/5914/4487/6662/4665/7059/4054/4041/6935/649/9249"
"GO:0051053","negative regulation of DNA metabolic process",2.48998261620151,9.83012140017997e-05,"3009/3007/7157/3006/1026/7291/81620/10721/55226/604/26271/8914/10459/641/3008/64855/990/10155/3005/4968/23293"
"GO:0050907","detection of chemical stimulus involved in sensory perception",-2.20937886460655,9.8647905662762e-05,"123041/9033/135924/259285/390260/120776/286365/346517/391192/283297/120775/127066/391190/4995/127074/391195/26246/391191/127059"
"GO:0030276","clathrin binding",-2.20696397249926,9.8647905662762e-05,"83988/9066/274/8301/9829/6861/127833/143425/51617/1211/57586/50632/9892/6860/6857"
"GO:0001508","action potential",-2.09529456780453,0.000102284493427547,"148/9472/783/4897/477/781/8514/6324/90134/4915/274/10242/2257/481/29119/30819/8911/55800/1812/6327/2258/288/6546/6262/6326/287/6543/3747/3760"
"GO:0005267","potassium channel activity",-2.12758645337146,0.000119020275224549,"3737/3766/3759/9033/3786/8514/90134/126755/131096/3763/3765/10242/30819/56660/3787/27133/57582/23416/53828/7881/3775/348980/27012/3747/3760/6616"
"GO:2001020","regulation of response to DNA damage stimulus",2.22496786925058,0.000123865922197914,"1956/4609/7157/2305/7291/4582/1054/10721/6591/4487/26271/10635/8914/10459/5888/1663/60/3014/55257/2139/5429/86/7468/10856/10155/55702/79968/4968/5531/51548/51547/11284/5591/84717/4170/254225/7515/3297/51499/64110/55929/64210/10097"
"GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling",2.43723978785426,0.00012781862504023,"4057/55504/3162/330/8795/2316/84962/10783/9020/2597/7132/684/3654/79155/114769/3956/23476/124583/5970/2534/85363/10392/8772/1936/10616"
"GO:0006302","double-strand break repair",2.07132792227876,0.000137868065069538,"7157/2305/9319/7291/10721/146956/113130/10635/8914/10459/4172/5888/51659/1663/4174/641/3148/9907/60/3014/55257/86/7468/80198/10856/4176/4175/9401/85456/4968/5531/51548/51547/11284/4173/9985/5591/84717/254225/7415/7515/3297/10519/64110/55929/64210/10097/58493/51111"
"GO:0051592","response to calcium ion",-2.05320522621596,0.000139798106684773,"9456/107/9066/27132/2039/3208/8644/6529/10242/30819/1393/7222/6861/127833/143425/845/10369/825/9362/8437/6262/151835/57586/6860/6857"
"GO:1903305","regulation of regulated secretory pathway",-2.09505549729755,0.000143254354939706,"376267/84258/148/320/783/8941/134957/107/6812/8447/9066/5864/6855/9783/5579/8448/8911/6861/127833/6804/143425/1812/116443/57586/3356/5582/6860/6857"
"GO:0031983","vesicle lumen",2.07209776861514,0.000148425387798712,"1956/7422/4057/5806/1116/5054/10383/3310/302/2162/5265/1265/7076/5836/87/3101/9961/351/567/10493/79792/10549/47/124583/353"
"GO:0060076","excitatory synapse",-2.15547224598379,0.000160573314853293,"9456/729956/6855/3765/491/8927/50944/27255/2902/57084/492/440279/57030/3760/6857/10368"
"GO:0061448","connective tissue development",2.18679049173617,0.000170022256631753,"25884/1281/1277/1116/4015/4192/6781/6474/871/2202/1302/7076/5914/2121/4017/6591/285590/23516/4487/6662/7059/57561/1019/4054/4041/6935/649/51320/9658/7494/22856/4851"
"GO:0002521","leukocyte differentiation",2.0137107565353,0.000175201190963452,"3976/7422/4057/4318/602/4192/3725/23529/302/10538/55509/4609/7157/80149/56975/4323/8324/3955/22904/6929/1054/5914/7130/1943/84695/604/1969/7855/2146/581/3676/10385/351/567/3956/4627"
