ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	Gene
35434	3.22E-01	2.00E-01	1.2909542	-5.844732	0.24739654	NR_015407	LOC339535
28302	3.22E-01	2.00E-01	-1.2907094	-5.845041	-0.20362843	DA756535	XLOC_004242
15743	3.22E-01	2.00E-01	-1.2906988	-5.845055	-0.24425672		XLOC_012197
9578	3.22E-01	2.00E-01	1.2906883	-5.845068	0.14301646	NM_182626	C2orf48
40961	3.22E-01	2.00E-01	-1.2904799	-5.845331	-0.09690992	NM_002524	NRAS
7225	3.22E-01	2.00E-01	-1.2904554	-5.845362	-0.1476914	NM_024615	PARP8
11921	3.22E-01	2.00E-01	1.2904491	-5.84537	0.06845219	NM_018237	CCAR1
502	3.22E-01	2.00E-01	-1.2903326	-5.845517	-0.24874202	AK024280	SYT12
38008	3.22E-01	2.00E-01	1.2902468	-5.845625	0.21978538	NM_000602	SERPINE1
5260	3.22E-01	2.00E-01	-1.2902108	-5.84567	-0.07662903	NM_002811	PSMD7
12278	3.22E-01	2.00E-01	1.2901355	-5.845765	0.20635806	NM_000296	PKD1
48727	3.22E-01	2.00E-01	1.2900789	-5.845837	0.24625931	BC033059	FLJ16124
62058	3.22E-01	2.00E-01	-1.2899879	-5.845951	-0.07645398	NM_181838	UBE2D2
11649	3.22E-01	2.00E-01	-1.2899778	-5.845964	-0.13655758	NM_001130683	GUCY1A3
49749	3.22E-01	2.00E-01	1.2899712	-5.845972	0.08501172	NM_197956	NAIF1
29529	3.22E-01	2.00E-01	-1.2899048	-5.846056	-0.08654746	NM_016570	ERGIC2
46404	3.22E-01	2.00E-01	1.2898353	-5.846144	0.23723315		XLOC_010775
2756	3.22E-01	2.00E-01	-1.2898012	-5.846187	-0.13320109	NM_207310	CCDC74B
3689	3.22E-01	2.00E-01	1.2897831	-5.84621	0.25502453	NR_004388	SCARNA14
8363	3.22E-01	2.00E-01	1.2897089	-5.846303	0.22563993		XLOC_002760
53291	3.22E-01	2.00E-01	-1.2896993	-5.846315	-0.12218964	NM_001039580	MAP9
55515	3.22E-01	2.00E-01	1.2896582	-5.846367	0.25759408	XM_001716901	LOC100130458
47871	3.22E-01	2.00E-01	1.2896319	-5.8464	0.22818498		SMCR7
19552	3.22E-01	2.00E-01	1.2894925	-5.846576	0.22550905	NM_021920	SCT
62187	3.22E-01	2.00E-01	-1.2894486	-5.846631	-0.10361465	NM_001040282	TBC1D3G
5796	3.22E-01	2.00E-01	1.2894212	-5.846666	0.26372263	NR_036546	LOC100271702
42011	3.22E-01	2.00E-01	-1.2894042	-5.846687	-0.21969701	NM_024629	MLF1IP
15905	3.22E-01	2.00E-01	-1.2894031	-5.846689	-0.25083188	NM_184086	TRIM55
60778	3.22E-01	2.00E-01	1.289373	-5.846727	0.11543341	NM_003677	DENR
8290	3.22E-01	2.00E-01	-1.2892981	-5.846821	-0.27408507	XR_110065	LOC100133106
24743	3.22E-01	2.00E-01	-1.2891989	-5.846946	-0.05927706	NM_004637	RAB7A
25326	3.22E-01	2.00E-01	-1.2891788	-5.846971	-0.23455878	BC065041	PLB1
47979	3.22E-01	2.00E-01	1.2891618	-5.846993	0.11705464	NM_031942	CDCA7
23050	3.22E-01	2.00E-01	-1.2891313	-5.847031	-0.09645805	NM_006351	TIMM44
13327	3.23E-01	2.00E-01	1.2888774	-5.847351	0.29224203		XLOC_009535
37970	3.23E-01	2.00E-01	-1.2887972	-5.847452	-0.21763339		XLOC_002170
829	3.23E-01	2.00E-01	-1.288784	-5.847469	-0.0874438	NM_013254	TBK1
6120	3.23E-01	2.00E-01	1.2887479	-5.847514	0.25854438	NM_178135	HSD17B13
8019	3.23E-01	2.00E-01	-1.2886405	-5.847649	-0.25599692	NR_026892	AFAP1-AS1
33402	3.23E-01	2.01E-01	-1.2884772	-5.847855	-0.13264333	NM_152354	ZNF285
3866	3.23E-01	2.01E-01	1.2884435	-5.847898	0.12134359	NM_002393	MDM4
50177	3.23E-01	2.01E-01	1.2884059	-5.847945	0.24528969		XLOC_l2_000324
816	3.23E-01	2.01E-01	-1.2883573	-5.848006	-0.24418135		XLOC_005466
29424	3.23E-01	2.01E-01	-1.2882856	-5.848097	-0.24299221	NR_003675	GUSBP5
61150	3.23E-01	2.01E-01	1.2882657	-5.848122	0.12511042	NM_033256	PPP1R14A
45315	3.23E-01	2.01E-01	-1.2882398	-5.848154	-0.12739149	NM_152411	ZNF786
34371	3.23E-01	2.01E-01	1.2882292	-5.848168	0.22282653	NM_000233	LHCGR
41134	3.23E-01	2.01E-01	-1.2881745	-5.848236	-0.2307556	NM_015692	CPAMD8
27755	3.23E-01	2.01E-01	1.2881708	-5.848241	0.23807222		XLOC_013100
36659	3.23E-01	2.01E-01	1.2881101	-5.848318	0.26726886		
62455	3.23E-01	2.01E-01	1.2880174	-5.848434	0.23564133		
55435	3.23E-01	2.01E-01	-1.2879441	-5.848527	-0.31424987	NM_001166222	CARNS1
59868	3.23E-01	2.01E-01	1.2879374	-5.848535	0.2741833		XLOC_006034
44823	3.23E-01	2.01E-01	1.2878749	-5.848614	0.08577417	XR_109516	LOC100507372
24235	3.23E-01	2.01E-01	-1.2877467	-5.848775	-0.23236299	CR620809	XLOC_l2_011361
51828	3.23E-01	2.01E-01	1.2876846	-5.848853	0.14269343	NM_178498	SLC5A12
19287	3.23E-01	2.01E-01	-1.2876328	-5.848919	-0.2293981		
55008	3.23E-01	2.01E-01	-1.2875929	-5.848969	-0.18329915	NM_031917	ANGPTL6
25890	3.23E-01	2.01E-01	-1.2875094	-5.849074	-0.17130709	NR_038445	LOC283585
310	3.23E-01	2.01E-01	-1.2874915	-5.849096	-0.21034897	NM_007355	HSP90AB1
49	3.23E-01	2.01E-01	1.2874483	-5.849151	0.20640411	AK130111	
40104	3.23E-01	2.01E-01	1.2874283	-5.849176	0.18879439	NM_017682	BEST2
2126	3.23E-01	2.01E-01	-1.2873133	-5.849321	-0.13208295	NR_003215	SNORD114-22
29820	3.23E-01	2.01E-01	-1.2871401	-5.849539	-0.19986613	NM_017639	DCHS2
13357	3.23E-01	2.01E-01	1.2871185	-5.849566	0.09212668	NM_017922	PRPF39
42038	3.23E-01	2.01E-01	1.286971	-5.849751	0.23848654		XLOC_l2_013485
32747	3.23E-01	2.01E-01	1.2868872	-5.849857	0.17693026	NM_024060	AHNAK
45438	3.23E-01	2.01E-01	1.2868868	-5.849857	0.3596767	BI825858	XLOC_003793
21658	3.23E-01	2.01E-01	-1.2868741	-5.849873	-0.25240852	NM_016358	IRX4
31689	3.23E-01	2.01E-01	1.2867999	-5.849967	0.1978802	AK098270	LOC100132593
51611	3.23E-01	2.01E-01	1.2866422	-5.850165	0.08639606	NM_012214	MGAT4A
23639	3.24E-01	2.01E-01	-1.2863744	-5.850502	-0.25080733		XLOC_l2_003139
42134	3.24E-01	2.01E-01	-1.2863416	-5.850543	-0.24530715	NM_006072	CCL26
20076	3.24E-01	2.01E-01	-1.2862953	-5.850601	-0.22221678	NM_001012729	DUXA
20588	3.24E-01	2.01E-01	-1.2862785	-5.850622	-0.13422811	NM_032726	PLCD4
6694	3.24E-01	2.01E-01	1.2862642	-5.85064	0.26056071		XLOC_002160
34892	3.24E-01	2.01E-01	-1.2862573	-5.850649	-0.2270715		XLOC_003017
60160	3.24E-01	2.01E-01	1.2861531	-5.85078	0.21483157		XLOC_010367
50307	3.24E-01	2.01E-01	-1.2860862	-5.850864	-0.08802615	NM_003747	TNKS
52403	3.24E-01	2.01E-01	-1.2859705	-5.85101	-0.15700954	NM_001719	BMP7
26557	3.24E-01	2.01E-01	-1.2859632	-5.851019	-0.18577627		XLOC_011704
15511	3.24E-01	2.01E-01	-1.2858979	-5.851101	-0.27687711	NM_004533	MYBPC2
30015	3.24E-01	2.01E-01	1.2858921	-5.851108	0.44543639		XLOC_l2_013547
35285	3.24E-01	2.01E-01	-1.2858888	-5.851112	-0.08031838	NM_006893	EIF2D
32500	3.24E-01	2.01E-01	-1.2858812	-5.851122	-0.16737264	AF318333	
43865	3.24E-01	2.01E-01	1.285869	-5.851137	0.12582022	NM_020448	NIPAL3
61307	3.24E-01	2.01E-01	-1.2858418	-5.851171	-0.08952632	NM_002779	PSD
10851	3.24E-01	2.01E-01	1.2858144	-5.851206	0.10093817		XLOC_l2_004854
57304	3.24E-01	2.02E-01	-1.2855948	-5.851482	-0.2443017	XR_109500	LOC100506419
48143	3.24E-01	2.02E-01	1.2855821	-5.851498	0.21233288		XLOC_l2_013875
29347	3.24E-01	2.02E-01	-1.2854349	-5.851683	-0.23239687	NR_038882	LOC286370
40619	3.24E-01	2.02E-01	-1.2853638	-5.851772	-0.22328411	NM_002772	TMPRSS15
29018	3.24E-01	2.02E-01	-1.2853339	-5.85181	-0.2460096		XLOC_l2_003414
57937	3.24E-01	2.02E-01	1.2853006	-5.851852	0.24694022		
26375	3.24E-01	2.02E-01	-1.2852923	-5.851862	-0.11588428	NR_003239	SNHG11
4715	3.24E-01	2.02E-01	-1.2852858	-5.85187	-0.20896334	DB450030	XLOC_004268
2908	3.24E-01	2.02E-01	1.2851431	-5.852049	0.26920525	BG207158	XLOC_004524
61768	3.24E-01	2.02E-01	1.2851312	-5.852064	0.07447916	NM_016497	MRPL51
48761	3.24E-01	2.02E-01	1.2851179	-5.852081	0.23973019		XLOC_013650
11751	3.24E-01	2.02E-01	-1.2851047	-5.852098	-0.23534387	GD264120	XLOC_l2_005130
30302	3.24E-01	2.02E-01	-1.2850536	-5.852162	-0.18033453	NM_144963	FAM91A1
390	3.24E-01	2.02E-01	1.2849747	-5.852261	0.32319988	NM_006883	SHOX
50423	3.24E-01	2.02E-01	1.2849	-5.852355	0.1423927	S73508	
52522	3.24E-01	2.02E-01	-1.2848365	-5.852435	-0.2561212		XLOC_l2_015034
53348	3.24E-01	2.02E-01	-1.2847839	-5.852501	-0.22829732	BC040412	XLOC_013035
11110	3.24E-01	2.02E-01	-1.284701	-5.852605	-0.26854347		
57167	3.24E-01	2.02E-01	1.2846197	-5.852707	0.22732647	XR_110236	LOC100506832
34364	3.24E-01	2.02E-01	-1.2845903	-5.852744	-0.15227455		HNRNPK
55234	3.24E-01	2.02E-01	1.284559	-5.852783	0.06191277	NM_003590	CUL3
27700	3.24E-01	2.02E-01	-1.2845531	-5.85279	-0.234201	XR_109399	LOC100288866
15134	3.24E-01	2.02E-01	1.284541	-5.852806	0.29431757	NM_178559	ABCB5
55485	3.24E-01	2.02E-01	-1.2845049	-5.852851	-0.0952423	NR_026052	MGC2752
867	3.24E-01	2.02E-01	1.2844977	-5.85286	0.28273273		XLOC_l2_013427
31295	3.24E-01	2.02E-01	1.2844842	-5.852877	0.06672261	NM_004649	C21orf33
51109	3.24E-01	2.02E-01	-1.2844668	-5.852899	-0.16492189	BE613848	
59006	3.24E-01	2.02E-01	1.2844389	-5.852934	0.23914207	AK057458	LOC729866
18191	3.24E-01	2.02E-01	-1.284418	-5.85296	-0.07645328	NM_007278	GABARAP
4777	3.24E-01	2.02E-01	-1.2842701	-5.853146	-0.33069184		
26044	3.24E-01	2.02E-01	-1.2841197	-5.853335	-0.21475256	NM_018654	GPRC5D
41493	3.24E-01	2.02E-01	1.2841141	-5.853342	0.13230892	NM_004814	SNRNP40
1165	3.24E-01	2.02E-01	1.2840108	-5.853471	0.35050552		XLOC_010439
31481	3.24E-01	2.02E-01	1.2839922	-5.853495	0.24804441	NM_001005289	OR52H1
16852	3.25E-01	2.02E-01	-1.2838461	-5.853678	-0.40087565	BF573640	XLOC_001707
51293	3.25E-01	2.02E-01	1.2838023	-5.853733	0.23518672	NM_001195535	LOC100505841
17926	3.25E-01	2.02E-01	-1.2837732	-5.85377	-0.16143544	NM_030824	ZNF442
38715	3.25E-01	2.02E-01	-1.283651	-5.853923	-0.20811259	XR_132795	XLOC_l2_000217
24380	3.25E-01	2.02E-01	-1.2835943	-5.853994	-0.22800788		
893	3.25E-01	2.02E-01	-1.2835165	-5.854092	-0.33400856	NR_033876	LINC00511
19596	3.25E-01	2.02E-01	-1.2834925	-5.854122	-0.20051306		
1914	3.25E-01	2.02E-01	1.2834522	-5.854173	0.12425033		XLOC_004536
49170	3.25E-01	2.02E-01	1.2833709	-5.854275	0.22490792	NM_003770	KRT37
59617	3.25E-01	2.02E-01	1.2833648	-5.854282	0.25571077		XLOC_001593
30867	3.25E-01	2.02E-01	1.2832405	-5.854438	0.21422935		XLOC_003789
52043	3.25E-01	2.02E-01	-1.2829899	-5.854752	-0.17288325	NM_016831	PER3
13515	3.25E-01	2.02E-01	1.2829717	-5.854775	0.27062336	NM_057749	CCNE2
53040	3.25E-01	2.02E-01	1.282942	-5.854813	0.27442574		XLOC_002348
15650	3.25E-01	2.02E-01	-1.2829238	-5.854835	-0.15213941	XR_108358	LOC100129268
10139	3.25E-01	2.02E-01	-1.2828807	-5.85489	-0.2408815	NM_018654	GPRC5D
13077	3.25E-01	2.02E-01	1.2828737	-5.854898	0.14762205	NM_003500	ACOX2
30620	3.25E-01	2.02E-01	1.2828345	-5.854947	0.23271266		XLOC_l2_004537
30942	3.25E-01	2.03E-01	-1.2826992	-5.855117	-0.13039487	NM_015322	FEM1B
14589	3.25E-01	2.03E-01	1.2826732	-5.85515	0.20145242	NM_033550	TP53RK
6182	3.25E-01	2.03E-01	1.2825411	-5.855315	0.11644358	NM_194252	TTLL11
50173	3.25E-01	2.03E-01	1.2823255	-5.855586	0.17457745		
24155	3.25E-01	2.03E-01	-1.2823091	-5.855606	-0.10885034	NM_000038	APC
58785	3.25E-01	2.03E-01	1.2822657	-5.855661	0.21558101		XLOC_010494
20017	3.25E-01	2.03E-01	1.2822071	-5.855734	0.32068701	NM_003855	IL18R1
52784	3.25E-01	2.03E-01	1.2821665	-5.855785	0.24980514		XLOC_013863
49412	3.25E-01	2.03E-01	1.2819576	-5.856047	0.10410727	NM_152424	FAM123B
58452	3.25E-01	2.03E-01	1.2819402	-5.856069	0.24659276		
16925	3.25E-01	2.03E-01	1.2818264	-5.856211	0.33219292		XLOC_005202
57346	3.25E-01	2.03E-01	-1.2817598	-5.856295	-0.08790371	NM_020070	IGLL1
43244	3.25E-01	2.03E-01	-1.2816879	-5.856385	-0.07832492	NM_001043352	TPM3
51155	3.26E-01	2.03E-01	1.2815953	-5.856501	0.23467973	NM_001005160	OR52A5
1384	3.26E-01	2.03E-01	1.2815859	-5.856513	0.33959393		XLOC_009249
11537	3.26E-01	2.03E-01	1.2815813	-5.856518	0.08964632	NM_001007793	BUB3
51077	3.26E-01	2.03E-01	1.2815595	-5.856546	0.2264568		XLOC_002876
6731	3.26E-01	2.03E-01	1.2814391	-5.856697	0.27611216	NM_001164737	CALCR
2934	3.26E-01	2.03E-01	-1.281274	-5.856904	-0.30840759	NM_014360	NKX2-8
25399	3.26E-01	2.03E-01	-1.2812689	-5.85691	-0.10324716	NM_017580	ZRANB1
44042	3.26E-01	2.03E-01	1.2812686	-5.85691	0.23069177		XLOC_002256
10673	3.26E-01	2.03E-01	1.2810507	-5.857183	0.14472625		
3490	3.26E-01	2.03E-01	1.2810486	-5.857186	0.09452037	NM_013349	NENF
11185	3.26E-01	2.03E-01	-1.2808945	-5.857379	-0.20529411		XLOC_006188
21634	3.26E-01	2.03E-01	-1.2808783	-5.857399	-0.27435538	NM_001145077	LRRC10B
21967	3.26E-01	2.03E-01	-1.280807	-5.857488	-0.089572	NM_020156	C1GALT1
25163	3.26E-01	2.03E-01	-1.2808039	-5.857492	-0.20652833	NM_001002758	PRY2
49397	3.26E-01	2.03E-01	1.2807693	-5.857536	0.23420106		XLOC_l2_011170
5671	3.26E-01	2.03E-01	1.2807622	-5.857544	0.14079164		XLOC_013686
34755	3.26E-01	2.03E-01	-1.2807146	-5.857604	-0.22675125	BC037833	XLOC_l2_015038
24079	3.26E-01	2.03E-01	-1.2805965	-5.857752	-0.07558448	NM_002439	MSH3
32865	3.26E-01	2.03E-01	-1.2805812	-5.857771	-0.22691592	NM_001145271	ADAMDEC1
39815	3.26E-01	2.03E-01	1.2805808	-5.857772	0.20646999	BC038783	C8orf68
40093	3.26E-01	2.03E-01	-1.2804529	-5.857932	-0.15404775	NM_001922	DCT
24598	3.26E-01	2.03E-01	1.2803946	-5.858005	0.21907361	BI827408	
17146	3.26E-01	2.03E-01	-1.2802051	-5.858242	-0.23572771	BC035381	XLOC_l2_003414
14785	3.26E-01	2.03E-01	1.2801388	-5.858325	0.07050267	NM_002951	RPN2
40485	3.26E-01	2.03E-01	-1.2801103	-5.858361	-0.22309358	NM_001008397	GPX8
23173	3.26E-01	2.03E-01	-1.2799394	-5.858575	-0.25908567	NM_005330	HBE1
21783	3.26E-01	2.04E-01	-1.2799015	-5.858622	-0.23949739	NM_138933	A1CF
38346	3.26E-01	2.04E-01	1.2796009	-5.858998	0.19725727	NM_152589	C12orf50
13365	3.26E-01	2.04E-01	-1.2795988	-5.859001	-0.27227877	NM_182521	ZSWIM2
29188	3.26E-01	2.04E-01	1.2794908	-5.859136	0.21777898		XLOC_007506
54352	3.26E-01	2.04E-01	1.2794061	-5.859242	0.240878		XLOC_009953
55348	3.26E-01	2.04E-01	1.2793963	-5.859254	0.28808564		XLOC_011492
37835	3.26E-01	2.04E-01	1.2793713	-5.859285	0.21875709	NM_181537	KRT27
30551	3.27E-01	2.04E-01	1.2792986	-5.859376	0.25349843		XLOC_l2_009578
51506	3.27E-01	2.04E-01	-1.2792814	-5.859398	-0.08312795	NM_198839	ACACA
81	3.27E-01	2.04E-01	1.2792122	-5.859484	0.09040386	NM_001008271	SCXA
30037	3.27E-01	2.04E-01	1.2788877	-5.85989	0.22277343	NM_207410	GFRAL
41208	3.27E-01	2.04E-01	1.2788383	-5.859952	0.24106147	NM_031861	PCDHA11
52048	3.27E-01	2.04E-01	-1.2787355	-5.86008	-0.20047663	NM_001077419	TMEM231
35953	3.27E-01	2.04E-01	1.278733	-5.860084	0.21424085	NM_001145059	IQCF5
21669	3.27E-01	2.04E-01	1.2786941	-5.860132	0.28453448	DA715718	XLOC_l2_010697
44177	3.27E-01	2.04E-01	-1.2786705	-5.860162	-0.18042086	NM_003984	SLC13A2
2448	3.27E-01	2.04E-01	-1.2785446	-5.860319	-0.26915538	XM_001717531	OTOG
22650	3.27E-01	2.04E-01	1.278536	-5.86033	0.09468981	NM_152490	B3GALNT2
24260	3.27E-01	2.04E-01	1.2783911	-5.860511	0.17375337	NM_003263	TLR1
26035	3.27E-01	2.04E-01	1.2782634	-5.860671	0.23685411	NM_001144897	CD209
61610	3.27E-01	2.04E-01	1.2781327	-5.860834	0.22672947	NM_031957	KRTAP1-5
21779	3.27E-01	2.04E-01	-1.2781169	-5.860854	-0.22825207	NM_080873	ASB11
51255	3.27E-01	2.04E-01	1.2780907	-5.860886	0.06473858	NM_001144	AMFR
49755	3.27E-01	2.04E-01	1.2780377	-5.860953	0.325985	AK023723	HS3ST3B1
3282	3.27E-01	2.04E-01	-1.2780176	-5.860978	-0.14777186		
38742	3.27E-01	2.04E-01	-1.2779647	-5.861044	-0.1255109	NR_003026	SNORA1
25365	3.27E-01	2.04E-01	-1.2779636	-5.861045	-0.23653093	NM_005511	MLANA
3371	3.27E-01	2.04E-01	-1.2779198	-5.8611	-0.3279223		XLOC_l2_012678
53774	3.27E-01	2.04E-01	1.2777617	-5.861298	0.25222202		XLOC_008005
25190	3.27E-01	2.04E-01	-1.277695	-5.861381	-0.24495284	NM_032135	FSCB
3711	3.27E-01	2.04E-01	-1.2776922	-5.861384	-0.25728821	NM_001172	ARG2
32072	3.27E-01	2.04E-01	1.2776892	-5.861388	0.09981867	NM_000181	GUSB
38581	3.27E-01	2.04E-01	1.2776586	-5.861426	0.12153786	NM_001004353	C9orf173
42538	3.27E-01	2.04E-01	-1.2776327	-5.861459	-0.10912046		
61223	3.27E-01	2.04E-01	1.2776005	-5.861499	0.23785727	BU502338	XLOC_006858
10113	3.27E-01	2.04E-01	1.2775995	-5.8615	0.15438778	AK093811	
25072	3.27E-01	2.04E-01	-1.277579	-5.861526	-0.22635386		XLOC_009370
42569	3.27E-01	2.04E-01	1.2775752	-5.861531	0.21524323		XLOC_l2_015585
44824	3.27E-01	2.04E-01	-1.2775129	-5.861608	-0.37619082	NM_014067	MACROD1
55676	3.27E-01	2.04E-01	1.2775127	-5.861609	0.08958982	XR_109196	LOC100506294
50815	3.27E-01	2.04E-01	1.2773971	-5.861753	0.23950631	BM926530	SNHG8
58598	3.27E-01	2.04E-01	1.2773921	-5.861759	0.0935109	NM_145803	TRAF6
48095	3.27E-01	2.04E-01	1.2773758	-5.86178	0.15019436	NM_175060	CLEC14A
3062	3.27E-01	2.04E-01	-1.2773011	-5.861873	-0.15810375	BX640728	FAM184A
38660	3.27E-01	2.04E-01	1.27728	-5.861899	0.32021617	EB385853	XLOC_l2_005804
41027	3.27E-01	2.04E-01	1.2772409	-5.861948	0.23931593		XLOC_l2_005403
44976	3.27E-01	2.04E-01	1.277237	-5.861953	0.23762473	XM_003119862	LOC100509620
36679	3.27E-01	2.04E-01	1.2772244	-5.861969	0.0916268		
28766	3.27E-01	2.04E-01	1.2772039	-5.861994	0.16067853	NM_005303	FFAR1
45807	3.27E-01	2.04E-01	-1.27712	-5.862099	-0.16924074	BE899115	XLOC_013950
20791	3.27E-01	2.04E-01	-1.2771016	-5.862122	-0.24259114	NM_002993	CXCL6
46678	3.27E-01	2.04E-01	1.2770706	-5.862161	0.22375042	DB051028	XLOC_003610
47818	3.27E-01	2.05E-01	1.2770181	-5.862226	0.22134962	NR_027022	LOC127841
39558	3.27E-01	2.05E-01	1.2769914	-5.86226	0.0799923	NM_020039	ACCN2
49268	3.27E-01	2.05E-01	-1.2769715	-5.862285	-0.25023287	NM_021123	GAGE7
25041	3.27E-01	2.05E-01	-1.2769094	-5.862362	-0.21568462		XLOC_010860
26823	3.27E-01	2.05E-01	-1.2768261	-5.862466	-0.24983775	NM_052892	PKD1L2
62580	3.28E-01	2.05E-01	1.2767114	-5.862609	0.07056253	NM_004792	PPIG
25625	3.28E-01	2.05E-01	1.2766547	-5.86268	0.25329691		XLOC_001317
11758	3.28E-01	2.05E-01	-1.2766225	-5.86272	-0.08637483	NM_001551	IGBP1
60012	3.28E-01	2.05E-01	1.2766088	-5.862737	0.27700866		XLOC_001435
585	3.28E-01	2.05E-01	-1.2765181	-5.862851	-0.25386433	AK292330	WDR74
33643	3.28E-01	2.05E-01	1.2764975	-5.862876	0.25721425	NM_001522	GUCY2F
42461	3.28E-01	2.05E-01	1.276368	-5.863038	0.22890443	BC047916	SCUBE1
39733	3.28E-01	2.05E-01	1.276269	-5.863162	0.22034782	AL832829	CXorf38
6552	3.28E-01	2.05E-01	-1.2762477	-5.863188	-0.33508646	NM_033014	OGN
39385	3.28E-01	2.05E-01	-1.2762314	-5.863209	-0.06524552	NM_003093	SNRPC
8563	3.28E-01	2.05E-01	1.2761045	-5.863367	0.29475113	BC042427	XLOC_007745
42219	3.28E-01	2.05E-01	1.2760674	-5.863413	0.21318282	NM_007231	SLC6A14
46890	3.28E-01	2.05E-01	-1.2759357	-5.863577	-0.23848927		XLOC_011212
4600	3.28E-01	2.05E-01	1.2758448	-5.863691	0.24268708	NM_003886	AKAP4
32471	3.28E-01	2.05E-01	-1.2758146	-5.863729	-0.16298945		XLOC_009723
16254	3.28E-01	2.05E-01	1.2757373	-5.863825	0.21624613		
44277	3.28E-01	2.05E-01	1.2755227	-5.864093	0.24388648	BC038735	LOC283435
44606	3.28E-01	2.05E-01	-1.2754595	-5.864171	-0.24256797		KCNC4
14750	3.28E-01	2.05E-01	-1.2754167	-5.864225	-0.21313509	NM_012073	CCT5
52495	3.28E-01	2.05E-01	1.2754132	-5.864229	0.10411834		
9979	3.28E-01	2.05E-01	-1.27541	-5.864233	-0.06675187		
1436	3.28E-01	2.05E-01	-1.2753983	-5.864248	-0.25114483	AK092783	LOC283028
56998	3.28E-01	2.05E-01	-1.2753686	-5.864285	-0.27988335	NM_002852	PTX3
22328	3.28E-01	2.05E-01	1.2753285	-5.864335	0.25531373		XLOC_001743
43641	3.28E-01	2.05E-01	1.275308	-5.86436	0.21664673		XLOC_012892
59654	3.28E-01	2.05E-01	1.2752877	-5.864386	0.09028931	NM_003689	AKR7A2
47758	3.28E-01	2.05E-01	1.2752236	-5.864466	0.24974666	NM_000706	AVPR1A
52198	3.28E-01	2.05E-01	1.2752195	-5.864471	0.26189878	NR_038238	LOC151484
26834	3.28E-01	2.05E-01	1.2751344	-5.864577	0.16611618	XR_109744	
3310	3.28E-01	2.05E-01	1.2750837	-5.86464	0.24516376		XLOC_l2_008190
58759	3.28E-01	2.05E-01	1.2750834	-5.864641	0.24997641	XR_109026	LOC645954
59497	3.28E-01	2.05E-01	1.2748361	-5.864949	0.30864018	NR_003238	H2BFXP
27593	3.28E-01	2.05E-01	1.274835	-5.86495	0.16870194	NR_003228	AFG3L1P
8955	3.28E-01	2.05E-01	1.2748211	-5.864968	0.12095358		XLOC_l2_007433
19109	3.28E-01	2.05E-01	-1.2747999	-5.864994	-0.22527864	NM_022375	OCLM
35785	3.28E-01	2.05E-01	1.2747376	-5.865072	0.24038779	NM_173201	ATP2A1
9323	3.28E-01	2.05E-01	1.2746245	-5.865213	0.24252442	NM_207393	IGFL3
34490	3.28E-01	2.05E-01	1.2745505	-5.865305	0.24909284		XLOC_l2_000399
58349	3.28E-01	2.05E-01	1.274413	-5.865476	0.27343198	BG717053	XLOC_003630
50419	3.28E-01	2.05E-01	1.2744119	-5.865478	0.21301026		XLOC_008200
10183	3.29E-01	2.06E-01	-1.2741724	-5.865776	-0.24713997	NM_152458	ZNF785
2030	3.29E-01	2.06E-01	1.2741294	-5.86583	0.26552025		XLOC_001067
11798	3.29E-01	2.06E-01	1.2741001	-5.865866	0.20403189		
56703	3.29E-01	2.06E-01	1.2739672	-5.866032	0.13054147	NM_133477	SYNPO2
21377	3.29E-01	2.06E-01	1.2739606	-5.86604	0.12821016	NM_025081	NYNRIN
40630	3.29E-01	2.06E-01	-1.2739154	-5.866096	-0.21574071	AY766452	
1749	3.29E-01	2.06E-01	1.2738266	-5.866207	0.11504455		XLOC_011535
57475	3.29E-01	2.06E-01	1.2738097	-5.866228	0.22522333	BC030116	XLOC_l2_012397
43698	3.29E-01	2.06E-01	1.2737384	-5.866317	0.24085594	AI525606	XLOC_014364
29488	3.29E-01	2.06E-01	1.2736823	-5.866387	0.21836365	NR_038446	LOC100130231
50357	3.29E-01	2.06E-01	1.2736352	-5.866445	0.10250207	NM_024047	NUDT9
19548	3.29E-01	2.06E-01	1.2734218	-5.866711	0.10788646	NM_014294	TRAM1
43703	3.29E-01	2.06E-01	-1.2734189	-5.866715	-0.20577033	NM_004795	KL
28521	3.29E-01	2.06E-01	-1.2734143	-5.86672	-0.25529472	BC032043	Q6NT14
35727	3.29E-01	2.06E-01	1.2733664	-5.86678	0.08249157		
11685	3.29E-01	2.06E-01	1.2733176	-5.866841	0.20735011	XR_110553	LOC100129233
52521	3.29E-01	2.06E-01	1.2732505	-5.866924	0.24903838	NM_153323	DEFB119
23934	3.29E-01	2.06E-01	1.2732359	-5.866943	0.15136429		
23065	3.29E-01	2.06E-01	-1.272908	-5.867351	-0.18707709	NM_001174084	POLL
30449	3.29E-01	2.06E-01	1.2729006	-5.86736	0.09405392	NM_002874	RAD23B
57532	3.29E-01	2.06E-01	1.2728104	-5.867472	0.25426607	BQ065129	XLOC_003293
26940	3.29E-01	2.06E-01	1.2727244	-5.867579	0.2458699	NM_198719	PTGER3
11413	3.29E-01	2.06E-01	-1.2726741	-5.867642	-0.23848547	NR_003211	SNORD114-18
22072	3.29E-01	2.06E-01	1.2725913	-5.867745	0.09199194	NM_025191	EDEM3
