"","ENSEMBL","Length","SYMBOL","ENTREZID"
"16602","ENSMUSG00000060098",6125,"Prmt7","214572"
"16603","ENSMUSG00000060105",958,"Olfr504","258163"
"16604","ENSMUSG00000060112",3336,"Olfr60","18361"
"16605","ENSMUSG00000060114",1996,"Olfr910","258807"
"16606","ENSMUSG00000060121",2415,"Gemin2","66603"
"16607","ENSMUSG00000060126",2380,"Tpt1","22070"
"16608","ENSMUSG00000060128",603,"Gm2710","108167606"
"16609","ENSMUSG00000060131",6660,"Atp8b4","241633"
"16610","ENSMUSG00000060143",407,"Gm10076","100126819"
"16611","ENSMUSG00000060147",5409,"Serpinb6a","20719"
"16612","ENSMUSG00000060149",2097,"BC002059","213811"
"16613","ENSMUSG00000060152",2296,"Pop5","117109"
"16614","ENSMUSG00000060161",619,"Klk1b7-ps","16604"
"16615","ENSMUSG00000060166",4868,"Zdhhc8","27801"
"16616","ENSMUSG00000060170",936,"Olfr1371","276865"
"16617","ENSMUSG00000060176",5215,"Kif27","75050"
"16618","ENSMUSG00000060177",855,"Klk1b22","13646"
"16619","ENSMUSG00000060180",6180,"Myh13","544791"
"16620","ENSMUSG00000060181",3526,"Slc35e3","215436"
"16621","ENSMUSG00000060183",3794,"Cxcl11","56066"
"16622","ENSMUSG00000060187",1428,"Lrrc10","237560"
"16623","ENSMUSG00000060188",761,"Cxcl17","232983"
"16624","ENSMUSG00000060198",627,"Gm11353","100042180"
"16625","ENSMUSG00000060201",540,"Spink7","408198"
"16626","ENSMUSG00000060204",1953,"Slc10a4-ps","545758"
"16627","ENSMUSG00000060205",1709,"Olfr57","18357"
"16628","ENSMUSG00000060206",10702,"Zfp462","242466"
"16629","ENSMUSG00000060208",397,"Defa17","23855"
"16630","ENSMUSG00000060212",9574,"Pcnx2","270109"
"16631","ENSMUSG00000060216",2845,"Arrb2","216869"
"16632","ENSMUSG00000060224",4815,"Pyroxd2","74580"
"16633","ENSMUSG00000060227",5858,"Golm2","319996"
"16634","ENSMUSG00000060240",1775,"Cend1","57754"
"16635","ENSMUSG00000060244",1279,"Alyref2","56009"
"16636","ENSMUSG00000060245",3786,"Vmn1r228","171226"
"16637","ENSMUSG00000060254",3050,"Olfr980","259110"
"16638","ENSMUSG00000060256",1113,"Tdpoz4","399675"
"16639","ENSMUSG00000060257",3395,"Scrt2","545474"
"16640","ENSMUSG00000060260",5963,"Pwwp2b","101631"
"16641","ENSMUSG00000060261",10199,"Gtf2i","14886"
"16642","ENSMUSG00000060268",2466,"Armh1","381544"
"16643","ENSMUSG00000060275",3315,"Nrg2","100042150"
"16644","ENSMUSG00000060279",4300,"Ap2a1","11771"
"16645","ENSMUSG00000060284",3398,"Sp7","170574"
"16646","ENSMUSG00000060288",1894,"Ppih","66101"
"16647","ENSMUSG00000060301",5940,"2610008E11Rik","72128"
"16648","ENSMUSG00000060303",2655,"Olfr1447","258698"
"16649","ENSMUSG00000060311",797,"Mucl1","20771"
"16650","ENSMUSG00000060314",4715,"Zfp941","407812"
"16651","ENSMUSG00000060317",1744,"Acnat2","209186"
"16652","ENSMUSG00000060332",3216,"Tmc2","192140"
"16653","ENSMUSG00000060335",2576,"Olfr384","193053"
"16654","ENSMUSG00000060336",2797,"Zfp937","245174"
"16655","ENSMUSG00000060371",10483,"Caln1","140904"
"16656","ENSMUSG00000060373",4322,"Hnrnpc","15381"
"16657","ENSMUSG00000060376",1899,"Bckdha","12039"
"16658","ENSMUSG00000060377",449,"Rpl36a-ps1","100043787"
"16659","ENSMUSG00000060397",4087,"Zfp128","243833"
"16660","ENSMUSG00000060402",6634,"Chst8","68947"
"16661","ENSMUSG00000060407",3457,"Cyp2a12","13085"
"16662","ENSMUSG00000060412",930,"Tas2r124","387351"
"16663","ENSMUSG00000060424",8483,"Pantr1","66297"
"16664","ENSMUSG00000060427",2893,"Zfp868","234362"
"16665","ENSMUSG00000060429",5324,"Sntb1","20649"
"16666","ENSMUSG00000060438",495,"Rps10-ps1","668457"
"16667","ENSMUSG00000060441",3690,"Trim5","667823"
"16668","ENSMUSG00000060445",5967,"Sycp2","320558"
"16669","ENSMUSG00000060450",4778,"Rnf14","56736"
"16670","ENSMUSG00000060459",2734,"Kng2","385643"
"16671","ENSMUSG00000060461",619,"Dppa5a","434423"
"16672","ENSMUSG00000060469",526,"Krtap19-3","77918"
"16673","ENSMUSG00000060470",6905,"Adgrg3","54672"
"16674","ENSMUSG00000060475",6248,"Wtap","60532"
"16675","ENSMUSG00000060477",4412,"Irak2","108960"
"16676","ENSMUSG00000060480",1406,"Olfr171","258960"
"16677","ENSMUSG00000060487",6922,"Samd5","320825"
"16678","ENSMUSG00000060491",963,"4930522H14Rik","67646"
"16679","ENSMUSG00000060499",1023,"Rpl10l","238217"
"16680","ENSMUSG00000060503",5114,"Olfr715","258776"
"16681","ENSMUSG00000060508",3724,"Nlrp9b","243874"
"16682","ENSMUSG00000060509",4453,"Xcr1","23832"
"16683","ENSMUSG00000060510",7033,"Zfp266","77519"
"16684","ENSMUSG00000060512",2403,"0610040J01Rik","76261"
"16685","ENSMUSG00000060519",3892,"Tor3a","30935"
"16686","ENSMUSG00000060523",1774,"Olfr726","258313"
"16687","ENSMUSG00000060530",7110,"2310069G16Rik","69659"
"16688","ENSMUSG00000060530",7110,"A930017M01Rik","239410"
"16689","ENSMUSG00000060534",13171,"Dcc","13176"
"16690","ENSMUSG00000060538",2292,"Tmem219","68742"
"16691","ENSMUSG00000060548",4738,"Tnfrsf19","29820"
"16692","ENSMUSG00000060550",4265,"H2-Q7","15018"
"16693","ENSMUSG00000060550",4265,"H2-Q9","110558"
"16694","ENSMUSG00000060556",4046,"Olfr1418","258227"
"16695","ENSMUSG00000060560",2433,"Ces4a","234677"
"16696","ENSMUSG00000060565",3441,"Gm5591","434171"
"16697","ENSMUSG00000060565",3441,"Gm1988","100038967"
"16698","ENSMUSG00000060566",483,"Rpl21-ps3","432665"
"16699","ENSMUSG00000060568",6325,"Fam78b","226610"
"16700","ENSMUSG00000060572",1211,"Mfap2","17150"
"16701","ENSMUSG00000060579",1491,"Fhit","14198"
"16702","ENSMUSG00000060583",4237,"Olfr881","258413"
"16703","ENSMUSG00000060586",1944,"H2-Eb1","14969"
"16704","ENSMUSG00000060591",655,"Ifitm2","80876"
"16705","ENSMUSG00000060594",2409,"Layn","244864"
"16706","ENSMUSG00000060600",1739,"Eno3","13808"
"16707","ENSMUSG00000060601",3354,"Nr1h2","22260"
"16708","ENSMUSG00000060613",1981,"Cyp2c70","226105"
"16709","ENSMUSG00000060615",709,"Ang4","219033"
"16710","ENSMUSG00000060621",2916,"Nkpd1","69547"
"16711","ENSMUSG00000060630",3906,"Zfp735","76390"
"16712","ENSMUSG00000060636",3526,"Rpl35a","57808"
"16713","ENSMUSG00000060639",727,"H4c9","319158"
"16714","ENSMUSG00000060657",10153,"Marf1","223989"
"16715","ENSMUSG00000060663",1209,"Olfr175","259004"
"16716","ENSMUSG00000060671",8561,"Atp8b2","54667"
"16717","ENSMUSG00000060673",2644,"4930595M18Rik","245492"
"16718","ENSMUSG00000060675",6396,"Plaat3","225845"
"16719","ENSMUSG00000060678",820,"H4c3","319155"
"16720","ENSMUSG00000060679",5763,"Mrps9","69527"
"16721","ENSMUSG00000060680",666,"Gm8894","667952"
"16722","ENSMUSG00000060681",5098,"Slc9a6","236794"
"16723","ENSMUSG00000060685",850,"Fthl17c","434727"
"16724","ENSMUSG00000060685",850,"Fthl17-ps1","434728"
"16725","ENSMUSG00000060688",3211,"Olfr292","258613"
"16726","ENSMUSG00000060691",495,"Krtap19-1","170657"
"16727","ENSMUSG00000060699",2319,"Vmn1r35","171185"
"16728","ENSMUSG00000060701",1032,"Fpr-rs3","14290"
"16729","ENSMUSG00000060703",1354,"Cd302","66205"
"16730","ENSMUSG00000060708",1273,"Bloc1s4","117197"
"16731","ENSMUSG00000060715",777,"1700019A02Rik","69397"
"16732","ENSMUSG00000060716",6718,"Plekhh1","211945"
"16733","ENSMUSG00000060724",6792,"Vmn1r47","113846"
"16734","ENSMUSG00000060726",565,"Tmsb15a","78478"
"16735","ENSMUSG00000060733",7093,"Ipmk","69718"
"16736","ENSMUSG00000060735",4275,"Rxfp3","239336"
"16737","ENSMUSG00000060738",1016,"Prl7c1","67505"
"16738","ENSMUSG00000060739",4275,"Nsa2","59050"
"16739","ENSMUSG00000060742",942,"Olfr1076","258401"
"16740","ENSMUSG00000060743",3504,"H3f3a","15078"
"16741","ENSMUSG00000060747",582,"Ifnl3","338374"
"16742","ENSMUSG00000060756",828,"Krtap2-4","71453"
"16743","ENSMUSG00000060759",972,"Olfr503","259143"
"16744","ENSMUSG00000060765",1673,"Olfr325","258261"
"16745","ENSMUSG00000060771",10662,"Tsga10","211484"
"16746","ENSMUSG00000060780",3033,"Lrrtm1","74342"
"16747","ENSMUSG00000060787",2318,"Olfr464","258407"
"16748","ENSMUSG00000060791",2817,"Gmfg","63986"
"16749","ENSMUSG00000060794",2073,"Tssk5","73542"
"16750","ENSMUSG00000060798",7428,"Intu","380614"
"16751","ENSMUSG00000060802",860,"B2m","12010"
"16752","ENSMUSG00000060803",1548,"Gstp1","14870"
"16753","ENSMUSG00000060807",1761,"Serpina6","12401"
"16754","ENSMUSG00000060816",3375,"Vmn1r52","113849"
"16755","ENSMUSG00000060827",3690,"Olfr1193","329460"
"16756","ENSMUSG00000060843",7227,"Ctnna3","216033"
"16757","ENSMUSG00000060860",5141,"Ube2s","77891"
"16758","ENSMUSG00000060862",10710,"Zbtb40","230848"
"16759","ENSMUSG00000060863",1257,"Tcl1b2","27381"
"16760","ENSMUSG00000060878",3066,"Olfr1420","258405"
"16761","ENSMUSG00000060879",619,"Gm6564","625219"
"16762","ENSMUSG00000060882",5152,"Kcnd2","16508"
"16763","ENSMUSG00000060888",2050,"Olfr566","258168"
"16764","ENSMUSG00000060890",2355,"Arr3","170735"
"16765","ENSMUSG00000060904",2369,"Arl1","104303"
"16766","ENSMUSG00000060913",2659,"Trim55","381485"
"16767","ENSMUSG00000060918",2819,"Olfr51","18351"
"16768","ENSMUSG00000060923",863,"Acyp2","75572"
"16769","ENSMUSG00000060924",19030,"Csmd1","94109"
"16770","ENSMUSG00000060935",4014,"Tmem263","103266"
"16771","ENSMUSG00000060938",1444,"Rpl26","19941"
"16772","ENSMUSG00000060950",2433,"Trmt61a","328162"
"16773","ENSMUSG00000060961",11333,"Slc4a4","54403"
"16774","ENSMUSG00000060962",2192,"Dmkn","73712"
"16775","ENSMUSG00000060967",478,"Etd","69501"
"16776","ENSMUSG00000060969",2620,"Irx1","16371"
"16777","ENSMUSG00000060974",1971,"Olfr530","258512"
"16778","ENSMUSG00000060981",470,"H4c8","69386"
"16779","ENSMUSG00000060985",6937,"Tdrd5","214575"
"16780","ENSMUSG00000060988",7810,"Galnt13","271786"
"16781","ENSMUSG00000060992",3662,"Copz1","56447"
"16782","ENSMUSG00000061000",951,"Olfr507","258738"
"16783","ENSMUSG00000061013",4095,"Mkx","210719"
"16784","ENSMUSG00000061022",2697,"Vmn1r222","171274"
"16785","ENSMUSG00000061024",2048,"Rrs1","59014"
"16786","ENSMUSG00000061028",7614,"Clasrp","53609"
"16787","ENSMUSG00000061032",3337,"Rrp1","18114"
"16788","ENSMUSG00000061039",5711,"Olfr920","258783"
"16789","ENSMUSG00000061046",2643,"Haghl","68977"
"16790","ENSMUSG00000061048",4384,"Cdh3","12560"
"16791","ENSMUSG00000061065",509,"H2al1o","333452"
"16792","ENSMUSG00000061068",1108,"Mcpt4","17227"
"16793","ENSMUSG00000061079",3484,"Zfp143","20841"
"16794","ENSMUSG00000061080",17213,"Lsamp","268890"
"16795","ENSMUSG00000061082",1395,"Plac1","56096"
"16796","ENSMUSG00000061086",4637,"Myl4","17896"
"16797","ENSMUSG00000061099",1610,"Gapdhs","14447"
"16798","ENSMUSG00000061100",599,"Retnla","57262"
"16799","ENSMUSG00000061104",789,"Sap18b","100041953"
"16800","ENSMUSG00000061111",1282,"Mcrip1","192173"
"16801","ENSMUSG00000061118",1661,"Dnajc30","66114"
"16802","ENSMUSG00000061119",5497,"Prcp","72461"
"16803","ENSMUSG00000061126",2856,"Cyp4f39","320997"
"16804","ENSMUSG00000061130",5251,"Ppm1b","19043"
"16805","ENSMUSG00000061132",5991,"Blnk","17060"
"16806","ENSMUSG00000061136",10876,"Prpf40a","56194"
"16807","ENSMUSG00000061143",10486,"Maml3","433586"
"16808","ENSMUSG00000061144",1007,"Spink12","78242"
"16809","ENSMUSG00000061165",3492,"Olfr160","80706"
"16810","ENSMUSG00000061167",615,"Rpl15-ps3","100034724"
"16811","ENSMUSG00000061171",4319,"Slc38a11","320106"
"16812","ENSMUSG00000061175",8698,"Fnip2","329679"
"16813","ENSMUSG00000061184",1615,"Tmprss11c","435845"
"16814","ENSMUSG00000061186",9128,"Sfmbt2","353282"
"16815","ENSMUSG00000061195",1651,"Olfr1289","258399"
"16816","ENSMUSG00000061207",3155,"Stk19","54402"
"16817","ENSMUSG00000061208",1731,"Vmn1r8","171205"
"16818","ENSMUSG00000061210",1631,"Olfr47","18346"
"16819","ENSMUSG00000061232",2938,"H2-K1","14972"
"16820","ENSMUSG00000061242",483,"Gm9104","668319"
"16821","ENSMUSG00000061244",17988,"Exoc5","105504"
"16822","ENSMUSG00000061259",2796,"Tmprss11d","231382"
"16823","ENSMUSG00000061272",278,"Gm14173","668941"
"16824","ENSMUSG00000061273",4234,"Mmgt1","236792"
"16825","ENSMUSG00000061286",6268,"Exosc5","27998"
"16826","ENSMUSG00000061288",11159,"Taok3","330177"
"16827","ENSMUSG00000061292",2002,"Cyp3a59","100041449"
"16828","ENSMUSG00000061295",3269,"Olfr1261","258466"
"16829","ENSMUSG00000061296",3500,"Vmn1r210","171269"
"16830","ENSMUSG00000061298",9599,"Agbl4","78933"
"16831","ENSMUSG00000061306",6421,"Slc38a10","72055"
"16832","ENSMUSG00000061311",6608,"Rag1","19373"
"16833","ENSMUSG00000061313",7140,"Ddhd2","72108"
"16834","ENSMUSG00000061315",6805,"Naca","17938"
"16835","ENSMUSG00000061322",2782,"Dnai1","68922"
"16836","ENSMUSG00000061336",4477,"Olfr116","258625"
"16837","ENSMUSG00000061342",2322,"Olfr1168","258524"
"16838","ENSMUSG00000061353",8176,"Cxcl12","20315"
"16839","ENSMUSG00000061356",2836,"Nuggc","100503545"
"16840","ENSMUSG00000061360",2166,"Phf5a","68479"
"16841","ENSMUSG00000061361",2205,"Olfr168","258354"
"16842","ENSMUSG00000061367",2098,"Olfr771","258540"
"16843","ENSMUSG00000061371",3179,"Zfp873","408062"
"16844","ENSMUSG00000061374",3785,"Fiz1","23877"
"16845","ENSMUSG00000061376",7962,"Vmn1r219","171272"
"16846","ENSMUSG00000061387",5165,"Olfr1490","258098"
"16847","ENSMUSG00000061388",4259,"Csn1s2b","12992"
"16848","ENSMUSG00000061392",1357,"Mageb5","74271"
"16849","ENSMUSG00000061393",3928,"Acvr2b","11481"
"16850","ENSMUSG00000061397",4753,"Krt79","223917"
"16851","ENSMUSG00000061410",7780,"Zcchc14","142682"
"16852","ENSMUSG00000061411",9083,"Nol4l","329540"
"16853","ENSMUSG00000061414",7824,"Cracr2a","381812"
"16854","ENSMUSG00000061436",8836,"Hipk2","15258"
"16855","ENSMUSG00000061451",4807,"Tmem151a","381199"
"16856","ENSMUSG00000061455",5935,"Stx17","67727"
"16857","ENSMUSG00000061457",1147,"Olfr871","258905"
"16858","ENSMUSG00000061458",3021,"Nol10","217431"
"16859","ENSMUSG00000061461",2909,"Smim20","66278"
"16860","ENSMUSG00000061462",29422,"Obscn","380698"
"16861","ENSMUSG00000061469",1462,"Msantd5","622699"
"16862","ENSMUSG00000061474",1274,"Mrps36","66128"
"16863","ENSMUSG00000061477",2015,"Rps7","20115"
"16864","ENSMUSG00000061479",2964,"Snrpa","53607"
"16865","ENSMUSG00000061482",1138,"H4c4","319156"
"16866","ENSMUSG00000061486",853,"Gm5161","382099"
"16867","ENSMUSG00000061488",448,"Rpl27a-ps1","237361"
"16868","ENSMUSG00000061489",5137,"Olfr525","258958"
"16869","ENSMUSG00000061517",3799,"Sox21","223227"
"16870","ENSMUSG00000061518",1587,"Cox5b","12859"
"16871","ENSMUSG00000061520",1258,"Olfr153","110511"
"16872","ENSMUSG00000061524",2880,"Zic2","22772"
"16873","ENSMUSG00000061525",2684,"4921509C19Rik","381393"
"16874","ENSMUSG00000061527",2197,"Krt5","110308"
"16875","ENSMUSG00000061531",3659,"Tmem236","625286"
"16876","ENSMUSG00000061533",14093,"Cep128","75216"
"16877","ENSMUSG00000061535",4162,"C1qtnf7","109323"
"16878","ENSMUSG00000061536",6119,"Sec22c","215474"
"16879","ENSMUSG00000061540",775,"Orm2","18406"
"16880","ENSMUSG00000061544",5139,"Zfp229","381067"
"16881","ENSMUSG00000061549",1937,"Olfr301","257958"
"16882","ENSMUSG00000061559",4669,"Wdr61","66317"
"16883","ENSMUSG00000061561",4208,"Olfr373","258532"
"16884","ENSMUSG00000061576",12347,"Dpp6","13483"
"16885","ENSMUSG00000061577",3137,"Adgrg5","382045"
"16886","ENSMUSG00000061578",13619,"Ksr2","333050"
"16887","ENSMUSG00000061584",2564,"Lyg2","332427"
"16888","ENSMUSG00000061589",8705,"Dot1l","208266"
"16889","ENSMUSG00000061601",22457,"Pclo","26875"
"16890","ENSMUSG00000061602",8100,"Vmn1r78","171242"
"16891","ENSMUSG00000061603",14848,"Akap6","238161"
"16892","ENSMUSG00000061607",7421,"Mdc1","240087"
"16893","ENSMUSG00000061613",2598,"U2af1","108121"
"16894","ENSMUSG00000061614",3572,"Olfr845","258249"
"16895","ENSMUSG00000061615",473,"H2ac4","319172"
"16896","ENSMUSG00000061616",4158,"Olfr12","257890"
"16897","ENSMUSG00000061626",4093,"Olfr68","18369"
"16898","ENSMUSG00000061633",1024,"Ndufb11b","66346"
"16899","ENSMUSG00000061637",2549,"Olfr1457","258568"
"16900","ENSMUSG00000061650",1920,"Med9","192191"
"16901","ENSMUSG00000061653",13338,"Vmn1r46","113856"
"16902","ENSMUSG00000061665",15864,"Cd2ap","12488"
"16903","ENSMUSG00000061666",2336,"Gdpd1","66569"
"16904","ENSMUSG00000061669",354,"Rpl34-ps2","623174"
"16905","ENSMUSG00000061684",483,"Rpl21-ps8","637748"
"16906","ENSMUSG00000061689",8451,"Dlgap4","228836"
"16907","ENSMUSG00000061701",2429,"Fbxw20","434440"
"16908","ENSMUSG00000061702",3547,"Tmem91","320208"
"16909","ENSMUSG00000061707",1119,"Gm4871","231885"
"16910","ENSMUSG00000061718",2928,"Ppp1r1b","19049"
"16911","ENSMUSG00000061723",1583,"Tnnt3","21957"
"16912","ENSMUSG00000061728",1763,"Btnl7-ps","195349"
"16913","ENSMUSG00000061731",8077,"Ext1","14042"
"16914","ENSMUSG00000061740",3909,"Cyp2d22","56448"
"16915","ENSMUSG00000061742",2263,"Slc22a12","20521"
"16916","ENSMUSG00000061751",24050,"Kalrn","545156"
"16917","ENSMUSG00000061755",11995,"Bod1l","665775"
"16918","ENSMUSG00000061758",3535,"Akr1b10","67861"
"16919","ENSMUSG00000061759",8243,"Armt1","73419"
"16920","ENSMUSG00000061762",3399,"Tac1","21333"
"16921","ENSMUSG00000061769",1116,"Klra6","16637"
"16922","ENSMUSG00000061778",7914,"Mospd2","76763"
"16923","ENSMUSG00000061780",922,"Cfd","11537"
"16924","ENSMUSG00000061787",1274,"Rps17","20068"
"16925","ENSMUSG00000061798",6935,"Olfr1204","258455"
"16926","ENSMUSG00000061802",4109,"Odad2","74934"
"16927","ENSMUSG00000061808",1186,"Ttr","22139"
"16928","ENSMUSG00000061809",1379,"Tbpl2","227606"
"16929","ENSMUSG00000061815",2329,"Rufy4","435626"
"16930","ENSMUSG00000061816",2074,"Myl1","17901"
"16931","ENSMUSG00000061825",2298,"Ces2c","234671"
"16932","ENSMUSG00000061829",3906,"Vmn1r214","171248"
"16933","ENSMUSG00000061833",878,"Gm6311","622313"
"16934","ENSMUSG00000061838",4623,"Suclg2","20917"
"16935","ENSMUSG00000061845",398,"Defa35","100041688"
"16936","ENSMUSG00000061847",252,"Defb39","360214"
"16937","ENSMUSG00000061848",456,"Gm5805","102634709"
"16938","ENSMUSG00000061852",331,"Gm53056","118027461"
"16939","ENSMUSG00000061859",13162,"Patj","12695"
"16940","ENSMUSG00000061875",3095,"Olfr1148","258220"
"16941","ENSMUSG00000061877",640,"BC048679","210321"
"16942","ENSMUSG00000061878",4775,"Sphk1","20698"
"16943","ENSMUSG00000061882",8505,"Ccdc62","208908"
"16944","ENSMUSG00000061887",6582,"Ssbp3","72475"
"16945","ENSMUSG00000061894",8375,"Zscan20","269585"
"16946","ENSMUSG00000061898",4143,"Rbak","57782"
"16947","ENSMUSG00000061904",5550,"Slc25a3","18674"
"16948","ENSMUSG00000061906",1891,"Ugt2b38","100559"
"16949","ENSMUSG00000061911",14018,"Myt1l","17933"
"16950","ENSMUSG00000061923",1105,"Odf1","18285"
"16951","ENSMUSG00000061928",3965,"Dsg1b","225256"
"16952","ENSMUSG00000061937",3504,"Csn1s2a","12993"
"16953","ENSMUSG00000061947",3498,"Serpina10","217847"
"16954","ENSMUSG00000061950",5449,"Ppp4r1","70351"
"16955","ENSMUSG00000061952",2581,"Olfr1377","258913"
"16956","ENSMUSG00000061958",351,"Defa38","634825"
"16957","ENSMUSG00000061959",2189,"Ces1e","13897"
"16958","ENSMUSG00000061961",2881,"Olfr815","258665"
"16959","ENSMUSG00000061972",1778,"Olfr99","258508"
"16960","ENSMUSG00000061974",663,"Cldn24","100039801"
"16961","ENSMUSG00000061977",909,"Tas2r104","387340"
"16962","ENSMUSG00000061979",2843,"Rcc1l","94254"
"16963","ENSMUSG00000061981",2740,"Flot2","14252"
"16964","ENSMUSG00000061983",2027,"Rps12","20042"
"16965","ENSMUSG00000061984",3904,"Olfr392","259008"
"16966","ENSMUSG00000061988",642,"Rpl10a-ps2","382723"
"16967","ENSMUSG00000061991",399,"H2ac10","319173"
"16968","ENSMUSG00000061992",483,"Gm4953","240853"
"16969","ENSMUSG00000062006",2643,"Rpl34","68436"
"16970","ENSMUSG00000062006",2643,"Rpl34-ps1","619547"
"16971","ENSMUSG00000062007",1824,"Hsh2d","209488"
"16972","ENSMUSG00000062012",2652,"Zfp13","22654"
"16973","ENSMUSG00000062014",6844,"Gmfb","63985"
"16974","ENSMUSG00000062017",5897,"Abca14","67928"
"16975","ENSMUSG00000062028",2804,"Irgc1","210145"
"16976","ENSMUSG00000062031",3346,"Pgghg","212974"
"16977","ENSMUSG00000062036",3063,"4932415M13Rik","211496"
"16978","ENSMUSG00000062037",5330,"Olfr285","257943"
"16979","ENSMUSG00000062037",5330,"Olfr257","404314"
"16980","ENSMUSG00000062040",4224,"Zfp27","22689"
"16981","ENSMUSG00000062042",1008,"Olfr294","257904"
"16982","ENSMUSG00000062044",5744,"Lmtk3","381983"
"16983","ENSMUSG00000062046",1834,"5730460C07Rik","70594"
"16984","ENSMUSG00000062054",2631,"Iah1","67732"
"16985","ENSMUSG00000062061",744,"Obp2a","227627"
"16986","ENSMUSG00000062064",1867,"Slc2a7","435818"
"16987","ENSMUSG00000062070",2244,"Pgk1","18655"
"16988","ENSMUSG00000062074",1419,"Ccn6","327743"
"16989","ENSMUSG00000062075",4286,"Lmnb2","16907"
"16990","ENSMUSG00000062077",1436,"Trim54","58522"
"16991","ENSMUSG00000062078",14242,"Qk","19317"
"16992","ENSMUSG00000062082",2045,"Cd200r4","239849"
"16993","ENSMUSG00000062083",612,"Rpl13a-ps1","433251"
"16994","ENSMUSG00000062093",3220,"Gm5088","328451"
"16995","ENSMUSG00000062098",5776,"Btbd3","228662"
"16996","ENSMUSG00000062101",2166,"Zfp119b","240120"
"16997","ENSMUSG00000062103",3431,"Olfr924","404322"
"16998","ENSMUSG00000062105",2411,"Olfr183","258478"
"16999","ENSMUSG00000062110",8196,"Scfd2","212986"
"17000","ENSMUSG00000062115",9591,"Rai1","19377"
"17001","ENSMUSG00000062116",2394,"Zfp954","232853"
"17002","ENSMUSG00000062121",2806,"Olfr149","235256"
"17003","ENSMUSG00000062124",591,"Defb45","433490"
"17004","ENSMUSG00000062127",8138,"Cttnbp2nl","80281"
"17005","ENSMUSG00000062128",2394,"Olfr20","258925"
"17006","ENSMUSG00000062132",2787,"Arhgap33os","100504207"
"17007","ENSMUSG00000062142",4741,"Olfr569","259092"
"17008","ENSMUSG00000062148",945,"Ear6","93719"
"17009","ENSMUSG00000062151",8796,"Unc13c","208898"
"17010","ENSMUSG00000062152",483,"Rpl21-ps14","631359"
"17011","ENSMUSG00000062154",1241,"Tex33","73376"
"17012","ENSMUSG00000062157",4182,"Ifnlr1","242700"
"17013","ENSMUSG00000062162",1143,"Mageb1","17145"
"17014","ENSMUSG00000062165",1841,"Vmn1r232","171227"
"17015","ENSMUSG00000062168",2891,"Ppef1","237178"
"17016","ENSMUSG00000062169",3783,"Cnih4","98417"
"17017","ENSMUSG00000062170",937,"Fmr1nb","207854"
"17018","ENSMUSG00000062175",3832,"Tgif2","228839"
"17019","ENSMUSG00000062181",2565,"Ces3b","13909"
"17020","ENSMUSG00000062184",7807,"Hs6st2","50786"
"17021","ENSMUSG00000062186",4275,"Olfr395","259007"
"17022","ENSMUSG00000062190",3020,"Lancl2","71835"
"17023","ENSMUSG00000062198",5021,"2700097O09Rik","72658"
"17024","ENSMUSG00000062199",1561,"Olfr1465","258121"
"17025","ENSMUSG00000062200",9571,"Vmn2r7","319217"
"17026","ENSMUSG00000062201",859,"Prl3d3","215029"
"17027","ENSMUSG00000062202",18201,"Btbd9","224671"
"17028","ENSMUSG00000062203",5428,"Gspt1","14852"
"17029","ENSMUSG00000062204",936,"Olfr1373","211472"
"17030","ENSMUSG00000062209",12355,"Erbb4","13869"
"17031","ENSMUSG00000062210",10328,"Tnfaip8","106869"
"17032","ENSMUSG00000062224",1022,"4933411G06Rik","71090"
"17033","ENSMUSG00000062232",14051,"Rapgef2","76089"
"17034","ENSMUSG00000062234",6439,"Gak","231580"
"17035","ENSMUSG00000062245",1437,"Olfr170","258959"
"17036","ENSMUSG00000062248",692,"Cks2","66197"
"17037","ENSMUSG00000062252",2388,"Lhfpl5","328789"
"17038","ENSMUSG00000062257",14519,"Opcml","330908"
"17039","ENSMUSG00000062270",9754,"Morf4l1","21761"
"17040","ENSMUSG00000062270",9754,"Morf4l1b","627352"
"17041","ENSMUSG00000062272",2412,"Olfr1129","258111"
"17042","ENSMUSG00000062275",1488,"Fbxw24","382106"
"17043","ENSMUSG00000062278",817,"Gm11562","100502803"
"17044","ENSMUSG00000062296",13123,"Trank1","320429"
"17045","ENSMUSG00000062300",3494,"Nectin2","19294"
"17046","ENSMUSG00000062309",1423,"Rpp25","102614"
"17047","ENSMUSG00000062310",1957,"Glrp1","14659"
"17048","ENSMUSG00000062312",5210,"Erbb2","13866"
"17049","ENSMUSG00000062314",3685,"Olfr1505","258151"
"17050","ENSMUSG00000062327",2315,"T","20997"
"17051","ENSMUSG00000062328",1327,"Rpl17","319195"
"17052","ENSMUSG00000062329",1056,"Cytl1","231162"
"17053","ENSMUSG00000062342",1923,"Serpinb9e","20710"
"17054","ENSMUSG00000062345",2349,"Serpinb2","18788"
"17055","ENSMUSG00000062352",3537,"Itgb1bp1","16413"
"17056","ENSMUSG00000062352",3537,"Gm40855","105245391"
"17057","ENSMUSG00000062353",438,"Gm15772","100034726"
"17058","ENSMUSG00000062365",858,"Gm4968","243642"
"17059","ENSMUSG00000062369",1561,"Usp17lb","381944"
"17060","ENSMUSG00000062372",7904,"Otof","83762"
"17061","ENSMUSG00000062373",6306,"Tmem65","74868"
"17062","ENSMUSG00000062376",2176,"Borcs7","66439"
