gene	mean	median	longest_isoform	merged
ENSG00000249873	1742	1675	1993	2172
ENSG00000257157	169	169	169	169
ENSG00000120800	2928	1093	9031	10030
ENSG00000281333	573	573	653	973
ENSG00000139292	2502	2732	4583	5223
ENSG00000257715	656	656	656	656
ENSG00000256502	145	145	145	145
ENSG00000249196	727	490	2271	2271
ENSG00000257386	375	375	375	375
ENSG00000136021	1544	557	5977	7472
ENSG00000214043	1577	1486	2543	6453
ENSG00000244436	304	304	304	304
ENSG00000170890	512	551	562	624
ENSG00000255595	1389	1538	2885	6431
ENSG00000111452	2143	726	7085	14718
ENSG00000286008	514	514	514	514
ENSG00000257890	632	632	632	632
ENSG00000280150	539	539	539	539
ENSG00000111537	1211	1211	1211	1211
ENSG00000258171	1424	1535	1761	2720
ENSG00000184209	1110	1041	2161	4693
ENSG00000257958	1538	1538	1538	1538
ENSG00000189238	1475	1432	5253	8927
ENSG00000275759	590	590	590	590
ENSG00000274427	239	239	239	239
ENSG00000261650	577	577	577	577
ENSG00000257220	668	668	668	668
ENSG00000255856	729	729	816	1143
ENSG00000280024	427	427	427	427
ENSG00000256971	491	491	789	842
ENSG00000275212	1358	1345	2977	4987
ENSG00000280398	700	700	700	700
ENSG00000257847	273	273	273	273
ENSG00000284687	219	219	219	219
ENSG00000257199	591	591	591	591
ENSG00000256223	1259	619	4406	5541
ENSG00000257918	809	809	809	809
ENSG00000256115	1004	973	1863	4367
ENSG00000282964	547	547	547	547
ENSG00000241656	380	380	380	380
ENSG00000018236	2186	731	5667	7492
ENSG00000215208	1297	1297	1297	1297
ENSG00000257604	243	243	243	243
ENSG00000279193	1050	1050	1050	1050
ENSG00000257345	810	810	898	1251
ENSG00000084112	2923	625	13034	14538
ENSG00000279704	468	468	468	468
ENSG00000277011	1793	1793	1793	1793
ENSG00000257991	363	363	363	363
ENSG00000089022	1978	964	11083	13740
ENSG00000120805	1023	768	3197	4935
ENSG00000255919	466	466	466	466
ENSG00000279630	408	408	408	408
ENSG00000257336	301	301	301	301
ENSG00000256699	1568	1568	1568	1568
ENSG00000284673	219	219	219	219
ENSG00000278011	334	334	334	334
ENSG00000111445	1050	681	2449	3249
ENSG00000256643	552	552	552	552
ENSG00000286248	3578	3578	3578	3578
ENSG00000276115	1796	1796	1796	1796
ENSG00000256825	1374	1374	1374	1374
ENSG00000260030	429	429	429	429
ENSG00000287714	1932	1932	1932	1932
ENSG00000123104	1951	578	12564	13909
ENSG00000189046	900	962	1180	2290
ENSG00000240759	252	252	252	252
ENSG00000223722	402	402	402	402
ENSG00000135090	1411	613	4346	10532
ENSG00000258220	1264	1264	1264	1264
ENSG00000089220	1069	1069	1431	1514
ENSG00000258251	352	352	352	352
ENSG00000135097	1359	698	2959	3074
ENSG00000287311	2914	2914	2914	2914
ENSG00000277873	702	702	702	702
ENSG00000257323	300	300	300	300
ENSG00000280051	480	480	480	480
ENSG00000280272	426	426	426	426
ENSG00000279023	465	465	465	465
ENSG00000256551	896	904	1303	2387
ENSG00000139352	2481	2481	2481	2481
ENSG00000242963	351	351	351	351
ENSG00000135093	1370	775	3749	5142
ENSG00000276122	2076	2076	2076	2076
ENSG00000240342	879	879	879	879
ENSG00000284848	1230	643	5493	8990
ENSG00000257474	645	567	816	1394
ENSG00000256943	1244	1244	1766	1819
ENSG00000258290	340	340	340	340
ENSG00000257259	1143	1031	1975	4356
ENSG00000287365	1831	1831	1831	1831
ENSG00000111249	2718	890	6703	7507
ENSG00000256193	1713	1845	2290	7185
ENSG00000241423	488	488	488	488
ENSG00000249388	716	680	1059	1659
ENSG00000277223	446	446	446	446
ENSG00000242314	494	494	494	494
ENSG00000213250	1226	1226	1226	1226
ENSG00000229186	2129	2129	2129	2129
ENSG00000256085	739	739	739	739
ENSG00000239881	366	366	484	498
ENSG00000257781	441	441	441	441
ENSG00000276487	934	915	1418	1437
ENSG00000135678	1623	655	6636	7535
ENSG00000256136	363	363	363	363
ENSG00000204603	2127	2148	2473	4240
ENSG00000242986	423	423	423	423
ENSG00000258034	501	501	501	501
ENSG00000256542	3039	3039	3039	3039
ENSG00000244390	726	726	726	726
ENSG00000244060	603	603	603	603
ENSG00000110887	1247	1245	2385	3883
ENSG00000257281	1133	1133	1133	1133
ENSG00000250280	3457	3457	3457	3457
ENSG00000257956	385	385	385	385
ENSG00000173093	1577	1769	1966	2184
ENSG00000258024	849	849	849	849
ENSG00000257046	2359	2359	2451	3774
ENSG00000250748	772	744	1072	4293
ENSG00000280217	2013	2013	2013	2013
ENSG00000256695	349	349	365	410
ENSG00000226469	2000	2000	2000	2000
ENSG00000258133	543	543	543	543
ENSG00000286386	1923	1923	1923	1923
ENSG00000259862	763	763	763	763
ENSG00000256273	476	476	476	476
ENSG00000257725	400	400	400	400
ENSG00000280405	738	738	738	738
ENSG00000256310	379	379	379	379
ENSG00000280002	1717	1717	1717	1717
ENSG00000255916	476	476	476	476
ENSG00000286016	1620	1620	1620	1620
ENSG00000257288	1205	1205	1205	1205
ENSG00000151136	2878	3478	5746	7916
ENSG00000258215	554	554	554	554
ENSG00000278916	2482	2482	2482	2482
ENSG00000257683	497	497	497	497
ENSG00000226356	1109	1109	1109	1109
ENSG00000255838	672	672	672	672
ENSG00000256125	331	331	331	331
ENSG00000273824	1407	1407	1407	1407
ENSG00000279952	691	691	691	691
ENSG00000256659	1280	1287	1662	2690
ENSG00000139370	1462	1536	2751	5468
ENSG00000280364	589	589	589	589
ENSG00000255998	906	792	1574	2131
ENSG00000257711	1859	871	4079	4370
ENSG00000279746	2697	2697	2697	2697
ENSG00000255900	211	211	211	211
ENSG00000256484	532	532	532	532
ENSG00000279500	1565	1565	1565	1565
ENSG00000286991	1464	1464	1464	1464
ENSG00000278872	1645	1645	1645	1645
ENSG00000111245	623	664	811	1417
ENSG00000230294	2009	2009	2009	2009
ENSG00000255944	419	419	419	419
ENSG00000256581	2655	2655	2655	2655
ENSG00000255853	802	802	802	802
ENSG00000270445	336	336	336	336
ENSG00000255704	259	259	259	259
ENSG00000287982	1328	1328	1328	1328
ENSG00000256417	820	820	992	1604
ENSG00000258099	485	485	485	485
ENSG00000280319	514	514	514	514
ENSG00000257758	1279	1279	1279	1279
ENSG00000274695	744	744	744	744
ENSG00000287792	2584	2584	2584	2584
ENSG00000089169	1422	572	5188	10276
ENSG00000279113	428	428	428	428
ENSG00000278866	349	349	349	349
ENSG00000279180	898	898	898	898
ENSG00000257595	272	272	335	374
ENSG00000255866	927	927	994	1026
ENSG00000257025	564	564	564	564
ENSG00000089041	1968	1832	5113	5546
ENSG00000241765	340	340	340	340
ENSG00000249345	1288	1222	2285	7796
ENSG00000275232	464	464	464	464
ENSG00000151952	5720	5720	6135	7434
ENSG00000198270	1156	689	3640	7989
ENSG00000176422	10769	10769	10769	10769
ENSG00000151948	2254	2508	3010	3478
ENSG00000176915	2613	1641	10890	17461
ENSG00000257817	996	977	1330	2472
ENSG00000286520	4270	4270	4270	4270
ENSG00000179520	1696	1165	3984	4273
ENSG00000256292	1137	1137	1550	1550
ENSG00000255714	536	536	536	536
ENSG00000257624	247	247	247	247
ENSG00000286394	758	758	758	758
ENSG00000257773	1110	1110	1110	1110
ENSG00000258373	880	880	880	880
ENSG00000185482	1048	1014	1645	2091
ENSG00000089234	2495	1947	3996	4656
ENSG00000286246	1157	1157	1157	1157
ENSG00000248703	1315	1315	1315	1315
ENSG00000257507	423	423	423	423
ENSG00000111666	1402	1139	4342	5991
ENSG00000241590	548	548	548	548
ENSG00000256286	540	573	790	1285
ENSG00000286354	513	513	513	513
ENSG00000286410	1674	1674	1674	1674
ENSG00000258343	488	462	634	1287
ENSG00000256597	1437	1906	1999	2318
ENSG00000256287	431	431	431	431
ENSG00000135111	2812	3011	4733	5960
ENSG00000287112	1638	1638	1638	1638
ENSG00000275409	553	553	553	553
ENSG00000272963	733	733	733	733
ENSG00000255923	958	958	958	958
ENSG00000166111	1802	639	6641	7098
ENSG00000276292	213	213	213	213
ENSG00000258117	474	474	474	474
ENSG00000283582	619	619	619	619
ENSG00000272369	448	448	448	448
ENSG00000258346	600	600	600	600
ENSG00000286791	1278	1278	1278	1278
ENSG00000257327	674	674	674	674
ENSG00000227059	1811	1806	2118	2145
ENSG00000278266	2933	2933	2933	2933
ENSG00000257859	2079	2525	2708	3195
ENSG00000256022	1404	1533	2253	2634
ENSG00000256218	1727	1727	1727	1727
ENSG00000255757	518	518	518	518
ENSG00000176834	1028	585	5009	8361
ENSG00000256630	736	736	736	736
ENSG00000139351	1532	1119	3690	3829
ENSG00000213344	471	471	471	471
ENSG00000256714	389	389	389	389
ENSG00000086159	2319	2245	5129	5129
ENSG00000258830	2107	2107	2107	2107
ENSG00000287622	689	689	689	689
ENSG00000286233	989	989	989	989
ENSG00000256137	392	392	392	392
ENSG00000287339	718	718	718	718
ENSG00000257767	784	784	784	784
ENSG00000111696	2209	799	7244	8759
ENSG00000256362	912	923	935	951
ENSG00000286922	1395	1395	1395	1395
ENSG00000270395	85	85	85	85
ENSG00000257021	289	289	289	289
ENSG00000271642	643	643	643	643
ENSG00000256496	912	912	912	912
ENSG00000256146	3387	3387	3387	3387
ENSG00000134532	1536	758	7076	11062
ENSG00000256209	897	853	1281	1591
ENSG00000111790	1845	1873	2945	5884
ENSG00000271963	392	392	392	392
ENSG00000258108	667	665	798	1673
ENSG00000256849	1498	1498	1498	1498
ENSG00000279388	4191	4191	4191	4191
ENSG00000286462	2664	2664	2664	2664
ENSG00000257754	413	413	413	413
ENSG00000256888	697	734	917	959
ENSG00000257726	843	843	843	843
ENSG00000275097	474	474	474	474
ENSG00000286662	2303	2923	3155	5956
ENSG00000279475	349	349	349	349
ENSG00000257035	502	502	502	502
ENSG00000255945	556	556	556	556
ENSG00000173208	6290	6290	6290	6290
ENSG00000288523	2951	2951	2951	2951
ENSG00000127337	941	884	1468	1781
ENSG00000199912	107	107	107	107
ENSG00000201780	107	107	107	107
ENSG00000212432	148	148	148	148
ENSG00000223042	305	305	305	305
ENSG00000212440	150	150	150	150
ENSG00000201663	102	102	102	102
ENSG00000278459	303	303	303	303
ENSG00000201549	109	109	109	109
ENSG00000251747	62	62	62	62
ENSG00000251908	110	110	110	110
ENSG00000212358	108	108	108	108
ENSG00000283475	85	85	85	85
ENSG00000199551	104	104	104	104
ENSG00000283665	96	96	96	96
ENSG00000216192	75	75	75	75
ENSG00000206662	113	113	113	113
ENSG00000200105	104	104	104	104
ENSG00000240481	296	296	296	296
ENSG00000207010	103	103	103	103
ENSG00000212172	161	161	161	161
ENSG00000212533	150	150	150	150
ENSG00000201624	102	102	102	102
ENSG00000212549	136	136	136	136
ENSG00000283603	60	60	60	60
ENSG00000272435	119	119	119	119
ENSG00000253016	102	102	102	102
ENSG00000252364	118	118	118	118
ENSG00000222950	283	283	283	283
ENSG00000274293	89	89	89	89
ENSG00000251781	94	94	94	94
ENSG00000199556	118	118	118	118
ENSG00000201788	102	102	102	102
ENSG00000199843	117	117	117	117
ENSG00000201708	113	113	113	113
ENSG00000200885	165	165	165	165
ENSG00000207026	107	107	107	107
ENSG00000221604	71	71	71	71
ENSG00000212496	107	107	107	107
ENSG00000252204	103	103	103	103
ENSG00000206612	135	135	135	135
ENSG00000207313	137	137	137	137
ENSG00000221491	137	137	137	137
ENSG00000281842	87	87	87	87
ENSG00000199571	134	134	134	134
ENSG00000252421	133	133	133	133
ENSG00000238669	107	107	107	107
ENSG00000212475	106	106	106	106
ENSG00000202146	112	112	112	112
ENSG00000253053	295	295	295	295
ENSG00000251931	100	100	100	100
ENSG00000251822	114	114	114	114
ENSG00000222210	313	313	313	313
ENSG00000212599	101	101	101	101
ENSG00000202471	151	151	151	151
ENSG00000252607	118	118	118	118
ENSG00000221365	73	73	73	73
ENSG00000200814	107	107	107	107
ENSG00000252660	102	102	102	102
ENSG00000200296	164	164	164	164
ENSG00000275881	274	274	274	274
ENSG00000284360	96	96	96	96
ENSG00000274459	279	279	279	279
ENSG00000266185	298	298	298	298
ENSG00000207136	104	104	104	104
ENSG00000212461	129	129	129	129
ENSG00000278108	69	69	69	69
ENSG00000252415	109	109	109	109
ENSG00000200183	106	106	106	106
ENSG00000200428	117	117	117	117
ENSG00000223273	298	298	298	298
ENSG00000207387	102	102	102	102
ENSG00000251893	153	153	153	153
ENSG00000199245	109	109	109	109
ENSG00000221788	65	65	65	65
ENSG00000238302	63	63	63	63
ENSG00000252850	158	158	158	158
ENSG00000264405	102	102	102	102
ENSG00000206650	142	142	142	142
ENSG00000201809	135	135	135	135
ENSG00000201942	115	115	115	115
ENSG00000243015	282	282	282	282
ENSG00000283677	100	100	100	100
ENSG00000252770	62	62	62	62
ENSG00000207763	97	97	97	97
ENSG00000208022	98	98	98	98
ENSG00000265227	74	74	74	74
ENSG00000199172	94	94	94	94
ENSG00000252207	107	107	107	107
ENSG00000207365	107	107	107	107
ENSG00000212448	98	98	98	98
ENSG00000252823	94	94	94	94
ENSG00000202470	103	103	103	103
ENSG00000212535	108	108	108	108
ENSG00000266099	71	71	71	71
ENSG00000201502	80	80	80	80
ENSG00000265861	66	66	66	66
ENSG00000202534	107	107	107	107
ENSG00000252220	103	103	103	103
ENSG00000207414	107	107	107	107
ENSG00000200011	102	102	102	102
ENSG00000277062	299	299	299	299
ENSG00000244091	285	285	285	285
ENSG00000252366	118	118	118	118
ENSG00000265917	62	62	62	62
ENSG00000201435	139	139	139	139
ENSG00000252863	60	60	60	60
ENSG00000202249	116	116	116	116
ENSG00000206929	108	108	108	108
ENSG00000199895	101	101	101	101
ENSG00000201296	143	143	143	143
ENSG00000223046	108	108	108	108
ENSG00000221148	125	125	125	125
ENSG00000283818	122	122	122	122
ENSG00000244391	307	307	307	307
ENSG00000283476	62	62	62	62
ENSG00000264554	296	296	296	296
ENSG00000222544	107	107	107	107
ENSG00000263890	66	66	66	66
ENSG00000222255	104	104	104	104
ENSG00000199933	111	111	111	111
ENSG00000201168	116	116	116	116
ENSG00000222932	93	93	93	93
ENSG00000206899	107	107	107	107
ENSG00000222579	95	95	95	95
ENSG00000264978	297	297	297	297
ENSG00000222890	103	103	103	103
ENSG00000200060	121	121	121	121
ENSG00000199506	107	107	107	107
ENSG00000202368	102	102	102	102
ENSG00000264037	67	67	67	67
ENSG00000200897	81	81	81	81
ENSG00000252459	95	95	95	95
ENSG00000274697	72	72	72	72
ENSG00000273700	68	68	68	68
ENSG00000238609	63	63	63	63
ENSG00000283507	143	143	143	143
ENSG00000207622	99	99	99	99
ENSG00000221476	66	66	66	66
ENSG00000201042	131	131	131	131
ENSG00000200665	107	107	107	107
ENSG00000206790	103	103	103	103
ENSG00000253080	95	95	95	95
ENSG00000273499	128	128	128	128
ENSG00000222302	125	125	125	125
ENSG00000207967	95	95	95	95
ENSG00000266610	264	264	264	264
ENSG00000223126	309	309	309	309
ENSG00000252827	287	287	287	287
ENSG00000252659	104	104	104	104
ENSG00000272215	63	63	63	63
ENSG00000283389	244	244	244	244
ENSG00000199809	125	125	125	125
ENSG00000240205	289	289	289	289
ENSG00000239082	61	61	61	61
ENSG00000212138	115	115	115	115
ENSG00000284402	80	80	80	80
ENSG00000199584	112	112	112	112
ENSG00000253089	175	175	175	175
ENSG00000212251	112	112	112	112
ENSG00000200112	71	71	71	71
ENSG00000238443	95	95	95	95
ENSG00000265635	87	87	87	87
ENSG00000239190	104	104	104	104
ENSG00000244112	303	303	303	303
ENSG00000264295	84	84	84	84
ENSG00000221479	70	70	70	70
ENSG00000201324	107	107	107	107
ENSG00000251844	92	92	92	92
ENSG00000207586	100	100	100	100
ENSG00000273942	136	136	136	136
ENSG00000274230	109	109	109	109
ENSG00000275231	107	107	107	107
ENSG00000273570	126	126	126	126
ENSG00000275971	203	203	203	203
ENSG00000274819	268	268	268	268
ENSG00000278802	165	165	165	165
ENSG00000276398	193	193	193	193
ENSG00000277081	154	154	154	154
ENSG00000265061	68	68	68	68
ENSG00000277217	147	147	147	147
ENSG00000266043	66	66	66	66
ENSG00000006831	1031	488	3971	5831
ENSG00000271500	1979	1979	1979	1979
ENSG00000285627	3470	3470	3470	3470
ENSG00000243663	781	781	781	781
ENSG00000151062	1835	923	5936	7463
ENSG00000287698	687	687	687	687
ENSG00000166159	1527	617	3986	4278
ENSG00000235049	2350	2350	2350	2350
ENSG00000151065	1467	1547	2231	4610
ENSG00000203593	629	629	629	629
ENSG00000256837	687	687	687	687
ENSG00000282022	455	455	455	455
ENSG00000111752	1864	684	5390	6134
ENSG00000003056	973	648	2450	3585
ENSG00000139187	868	592	1874	2593
ENSG00000257105	496	496	496	496
ENSG00000213049	950	950	950	950
ENSG00000255776	901	901	901	901
ENSG00000214851	3134	3134	4059	4091
ENSG00000245105	2357	2551	2930	2948
ENSG00000256937	863	863	863	863
ENSG00000256720	508	508	508	508
ENSG00000126838	1916	1048	4635	6252
ENSG00000256817	492	492	492	492
ENSG00000283429	85	85	85	85
ENSG00000231503	346	346	346	346
ENSG00000237248	1348	1348	2472	2696
ENSG00000256427	1283	1283	1283	1283
ENSG00000222982	312	312	312	312
ENSG00000255830	375	375	375	375
ENSG00000258244	609	609	609	609
ENSG00000258254	366	366	366	366
ENSG00000199220	114	114	114	114
ENSG00000089225	2554	3585	3825	4443
ENSG00000201198	108	108	108	108
ENSG00000258001	548	548	548	548
ENSG00000175189	3202	3202	3202	3202
ENSG00000287200	2042	2042	2042	2042
ENSG00000111087	2036	1990	3972	4560
ENSG00000123329	1177	673	2912	5118
ENSG00000166986	870	575	3592	7028
ENSG00000284152	63	63	63	63
ENSG00000285133	105	105	105	105
ENSG00000208028	97	97	97	97
ENSG00000166987	897	553	4202	5566
ENSG00000166908	1455	1236	3176	3299
ENSG00000178498	1628	1840	3199	4087
ENSG00000240771	1483	1945	2554	3391
ENSG00000224713	1322	1353	2355	2600
ENSG00000287908	1730	1730	2773	3105
ENSG00000135454	1756	1318	5580	7888
ENSG00000242990	586	586	586	586
ENSG00000257342	699	699	699	699
ENSG00000255737	1500	1500	1500	1500
ENSG00000135452	1265	747	3678	5251
ENSG00000135446	850	773	1865	3094
ENSG00000283621	65	65	65	65
ENSG00000139266	1826	1668	2981	4004
ENSG00000111012	1184	973	2474	3284
ENSG00000037897	753	673	1378	1947
ENSG00000123427	1457	836	2762	3158
ENSG00000257921	907	526	2246	2514
ENSG00000123297	1143	845	2534	3210
ENSG00000270039	578	578	578	578
ENSG00000206749	107	107	107	107
ENSG00000269903	433	433	433	433
ENSG00000229899	374	374	374	374
ENSG00000258167	356	356	356	356
ENSG00000207492	107	107	107	107
ENSG00000257680	1087	1087	1087	1087
ENSG00000266923	1968	1968	1968	1968
ENSG00000258262	865	865	865	865
ENSG00000240721	795	795	795	795
ENSG00000165805	1742	1525	3889	5609
ENSG00000133641	1547	1174	3079	6395
ENSG00000252747	78	78	78	78
ENSG00000257752	703	703	703	703
ENSG00000158113	897	703	2022	2769
ENSG00000204671	927	927	927	927
ENSG00000176383	1706	1706	2938	4552
ENSG00000256861	2748	2748	2748	2748
ENSG00000139719	1859	2019	4559	7466
ENSG00000214760	476	476	476	476
ENSG00000257097	1096	1096	1745	1809
ENSG00000227825	2775	2775	3311	3311
ENSG00000225185	492	492	492	492
ENSG00000212443	249	249	249	249
ENSG00000166130	1971	1645	2902	4163
ENSG00000120802	1450	736	4136	8498
ENSG00000139194	1005	564	2461	3027
ENSG00000200345	107	107	107	107
ENSG00000256967	742	742	749	1179
ENSG00000139182	1200	570	4296	6730
ENSG00000285770	724	724	724	724
ENSG00000255572	465	465	490	651
ENSG00000256480	238	238	238	238
ENSG00000258012	1195	1195	1195	1195
ENSG00000257195	928	928	928	928
ENSG00000279551	1396	1396	1396	1396
ENSG00000247131	1301	703	2544	2794
ENSG00000258052	548	548	548	548
ENSG00000166268	2015	1319	3590	3601
ENSG00000257241	434	434	434	434
ENSG00000257139	578	578	578	578
ENSG00000287132	2181	2181	2181	2181
ENSG00000279530	2665	2665	2733	2733
ENSG00000135643	2594	2594	4717	4860
ENSG00000222405	140	140	140	140
ENSG00000175899	891	590	4610	6318
ENSG00000017427	1648	730	7277	8115
ENSG00000166148	3456	3456	6222	6222
ENSG00000110987	3613	3722	6247	6565
ENSG00000174099	1769	884	4571	7405
ENSG00000110881	2148	1481	4072	5745
ENSG00000235162	849	785	1329	2693
ENSG00000284791	1430	1430	1430	1430
ENSG00000205810	911	911	1025	1145
ENSG00000090612	2115	759	13390	14096
ENSG00000127334	2200	567	8888	9470
ENSG00000136051	1673	605	5819	7694
ENSG00000139620	1153	831	2714	3576
ENSG00000111700	1793	1771	3013	3542
ENSG00000123352	1085	570	3320	6841
ENSG00000111271	1362	803	4071	8934
ENSG00000166006	2817	2978	5596	6443
ENSG00000133858	1900	795	7597	9432
ENSG00000139350	1552	604	4015	4465
ENSG00000111077	2130	671	5004	7964
ENSG00000177406	1991	2194	2545	4356
ENSG00000256672	496	496	496	496
ENSG00000221439	126	126	126	126
ENSG00000285704	1161	1161	1161	1161
ENSG00000002016	1379	1139	3023	4503
ENSG00000250132	1197	540	3207	3669
ENSG00000111684	1062	802	2902	4693
ENSG00000239701	291	291	291	291
ENSG00000257078	486	486	486	486
ENSG00000159403	1338	732	3501	5803
ENSG00000139197	1362	708	3252	5488
ENSG00000139438	2291	2731	3685	4113
ENSG00000255650	724	752	871	1068
ENSG00000263510	89	89	89	89
ENSG00000256351	343	343	343	343
ENSG00000241413	296	296	296	296
ENSG00000249094	728	728	728	728
ENSG00000202034	98	98	98	98
ENSG00000221949	1940	1940	1940	1940
ENSG00000257354	8693	8693	8693	8693
ENSG00000199179	84	84	84	84
ENSG00000241941	403	403	403	403
ENSG00000111199	2749	2514	3597	3876
ENSG00000139433	1087	914	2407	2746
ENSG00000255892	525	525	525	525
ENSG00000255960	478	478	478	478
ENSG00000256138	673	673	673	673
ENSG00000139151	1020	785	2320	3431
ENSG00000255993	1335	1335	1335	1335
ENSG00000255648	572	572	572	572
ENSG00000177938	1070	1070	1070	1070
ENSG00000139144	3476	4700	5013	6090
ENSG00000083782	980	790	1482	1802
ENSG00000139329	1485	992	2671	2671
ENSG00000011465	1287	751	6850	12941
ENSG00000258148	234	234	234	234
ENSG00000257452	575	575	575	575
ENSG00000258159	492	492	492	492
ENSG00000111775	625	572	767	1339
ENSG00000111780	552	552	552	552
ENSG00000170855	1152	1152	1153	1411
ENSG00000257218	1847	931	4238	4416
ENSG00000219355	367	367	367	367
ENSG00000111786	1103	1097	1704	3695
ENSG00000088986	744	670	1376	2931
ENSG00000278344	356	356	356	356
ENSG00000110871	781	637	1506	2501
ENSG00000222601	89	89	89	89
ENSG00000241030	453	453	453	453
ENSG00000167272	740	718	1086	2177
ENSG00000242137	534	534	534	534
ENSG00000199394	99	99	99	99
ENSG00000239617	396	396	396	396
ENSG00000272822	672	672	939	1336
ENSG00000139537	1508	1746	2084	2374
ENSG00000134285	1161	691	4957	4957
ENSG00000169884	1246	1212	2246	2601
ENSG00000200303	104	104	104	104
ENSG00000181418	3815	3815	3815	3815
ENSG00000258283	279	279	279	279
ENSG00000167550	969	1118	1261	1299
ENSG00000277672	277	277	277	277
ENSG00000139549	4683	4683	4683	4683
ENSG00000257346	496	496	717	839
ENSG00000123416	1262	837	3198	3574
ENSG00000200309	95	95	95	95
ENSG00000274017	279	279	279	279
ENSG00000134287	975	566	4041	4938
ENSG00000219410	1491	1491	1622	2399
ENSG00000252186	101	101	101	101
ENSG00000270068	455	455	455	455
ENSG00000111652	1130	884	2034	2840
ENSG00000269892	657	657	657	657
ENSG00000089692	1705	1776	2587	3056
ENSG00000244532	308	308	308	308
ENSG00000010610	1032	600	3049	4557
ENSG00000250510	1331	1150	2495	3216
ENSG00000110811	1250	778	3226	4600
ENSG00000111664	1086	879	2869	3437
ENSG00000240370	767	618	1438	1783
ENSG00000010626	992	969	1698	3052
ENSG00000248593	810	810	1105	1105
ENSG00000275703	461	461	461	461
ENSG00000111674	1185	773	2827	4281
ENSG00000111676	2701	2625	4702	5116
ENSG00000111678	704	640	980	1806
ENSG00000238923	63	63	63	63
ENSG00000111679	1001	664	2412	5009
ENSG00000207713	68	68	68	68
ENSG00000207708	95	95	95	95
ENSG00000271969	434	434	434	434
ENSG00000238795	270	270	270	270
ENSG00000111669	974	829	1763	2700
ENSG00000204842	2444	2134	4674	16540
ENSG00000139163	1953	1394	7063	13301
ENSG00000284934	1116	560	2257	2351
ENSG00000258091	255	255	255	255
ENSG00000243420	298	298	298	298
ENSG00000257329	358	358	358	358
ENSG00000198923	197	197	197	197
ENSG00000257453	569	569	569	569
ENSG00000257839	779	779	779	779
ENSG00000187109	1666	1041	13159	17059
ENSG00000257941	578	578	578	578
ENSG00000258304	390	390	390	390
ENSG00000257872	1186	1186	1186	1186
ENSG00000252858	105	105	105	105
ENSG00000078237	3132	2080	8209	9444
ENSG00000213970	606	606	772	992
ENSG00000118972	2479	2479	3002	4713
ENSG00000118971	4289	6243	6849	7988
ENSG00000135414	5029	5029	8801	8801
ENSG00000205323	1090	947	2242	3365
ENSG00000257390	914	782	1807	2534
ENSG00000257509	529	529	529	529
ENSG00000123353	957	760	2019	2688
ENSG00000123342	1819	1813	3840	4672
ENSG00000257966	2555	2555	2555	2555
ENSG00000257569	319	319	319	319
ENSG00000065357	1145	599	5436	10098
ENSG00000273973	560	560	560	560
ENSG00000258554	565	565	565	565
ENSG00000184574	2183	2683	2695	2771
ENSG00000111644	970	811	1905	2816
ENSG00000111653	902	786	1659	2709
ENSG00000159335	932	898	1162	1487
ENSG00000258679	2300	2300	3942	3942
ENSG00000273536	301	301	301	301
ENSG00000258816	193	193	193	193
ENSG00000212383	134	134	134	134
ENSG00000170426	1789	1789	1789	1789
ENSG00000278400	309	309	309	309
ENSG00000278399	926	926	926	926
ENSG00000287715	2893	2893	2893	2893
ENSG00000166856	1487	591	3411	3411
ENSG00000166860	6268	6268	6268	6268
ENSG00000166863	900	909	1237	1571
ENSG00000166866	1515	582	3658	4450
ENSG00000166881	3206	3375	5617	5730
ENSG00000166886	1352	791	2491	2861
ENSG00000166888	1813	1569	4018	7298
ENSG00000061273	1595	633	6414	9928
ENSG00000268069	1080	1080	1080	1080
ENSG00000276691	546	546	546	546
ENSG00000274737	516	516	516	516
ENSG00000257488	482	561	582	944
ENSG00000111424	2573	2593	4762	5674
ENSG00000205537	1287	1287	1287	1287
ENSG00000278385	1744	1744	1744	1744
ENSG00000279840	2973	2973	2973	2973
ENSG00000134291	772	664	1539	3475
ENSG00000139219	1903	747	5059	6662
ENSG00000258203	540	540	550	1044
ENSG00000257985	3112	3112	3112	3112
ENSG00000257955	962	962	962	962
ENSG00000276814	978	978	978	978
ENSG00000079387	2004	915	4967	6114
ENSG00000240399	531	531	779	779
ENSG00000222635	110	110	110	110
ENSG00000226138	360	360	360	360
ENSG00000275770	71	71	71	71
ENSG00000266655	126	126	126	126
ENSG00000247373	8279	8279	8279	8279
ENSG00000086598	1381	1350	2544	3833
ENSG00000111364	1254	956	2767	5716
ENSG00000206897	133	133	133	133
ENSG00000111361	1112	735	2397	3627
ENSG00000111358	1087	624	3327	3994
ENSG00000279953	1418	1418	1418	1418
ENSG00000278861	601	601	601	601
ENSG00000255839	321	321	321	321
ENSG00000185344	2502	2164	6507	17214
ENSG00000286092	1299	1299	1299	1299
ENSG00000239215	394	394	394	394
ENSG00000280300	549	549	549	549
ENSG00000197653	5516	3422	14039	16234
ENSG00000250091	6003	6003	6003	6003
ENSG00000257095	607	607	607	607
ENSG00000256884	577	577	577	577
ENSG00000256609	541	541	541	541
ENSG00000213144	545	545	545	545
ENSG00000256311	501	501	501	501
ENSG00000281196	1576	1576	2291	2381
ENSG00000152137	744	450	1861	3581
ENSG00000257037	1418	1418	1418	1418
ENSG00000110841	1990	955	6001	11690
