"","ENSEMBL","Length","SYMBOL","ENTREZID"
"20411","ENSG00000212265",114,"RNA5SP185","100873447"
"20412","ENSG00000212269",104,"RNU6-788P","106480609"
"20413","ENSG00000212276",118,"RNA5SP292","100873545"
"20414","ENSG00000212280",113,"RNA5SP256","100873510"
"20415","ENSG00000212282",103,"RNU6-578P","106481904"
"20416","ENSG00000212283",114,"SNORD89","692205"
"20417","ENSG00000212289",122,"RNA5SP339","100873602"
"20418","ENSG00000212292",99,"RNU6-239P","106480563"
"20419","ENSG00000212295",75,"SNORD28B","109617011"
"20420","ENSG00000212296",80,"SNORD72","619564"
"20421","ENSG00000212297",107,"RNU6-821P","106481440"
"20422","ENSG00000212298",107,"RNU6-1009P","106481499"
"20423","ENSG00000212303",104,"RNU6-1154P","106480074"
"20424","ENSG00000212304",90,"SNORD12","692057"
"20425","ENSG00000212305",106,"RNU6-679P","106479866"
"20426","ENSG00000212308",105,"RNA5SP23","100873278"
"20427","ENSG00000212309",85,"SNORD70B","109616995"
"20428","ENSG00000212312",116,"RNA5SP109","100873379"
"20429","ENSG00000212314",103,"RNU6-1307P","106481593"
"20430","ENSG00000212316",107,"RNU6-1228P","106480103"
"20431","ENSG00000212324",107,"RNU6-129P","106479623"
"20432","ENSG00000212327",103,"RNU6-882P","106481457"
"20433","ENSG00000212329",107,"RNU6-316P","106481279"
"20434","ENSG00000212330",104,"RNU6-244P","106866981"
"20435","ENSG00000212331",113,"RNA5SP297","106479003"
"20436","ENSG00000212332",104,"RNU6-780P","106481427"
"20437","ENSG00000212333",106,"RNA5SP213","100873473"
"20438","ENSG00000212336",120,"RNA5SP210","100873470"
"20439","ENSG00000212340",103,"RNU6-739P","106481413"
"20440","ENSG00000212344",103,"RNU6-823P","106481441"
"20441","ENSG00000212345",107,"RNU6-700P","106480398"
"20442","ENSG00000212348",108,"RNU6-1300P","106480134"
"20443","ENSG00000212354",103,"RNU6-1242P","106480108"
"20444","ENSG00000212358",108,"RNU6-837P","106479936"
"20445","ENSG00000212359",101,"RNU6-550P","106481355"
"20446","ENSG00000212360",104,"RNU6-1177P","106480645"
"20447","ENSG00000212365",115,"RNA5SP332","100873598"
"20448","ENSG00000212366",107,"RNU6-1246P","106480110"
"20449","ENSG00000212368",106,"RNU6-1000P","106481496"
"20450","ENSG00000212370",107,"RNU6-482P","106481332"
"20451","ENSG00000212373",115,"RNA5SP171","100873436"
"20452","ENSG00000212374",96,"RNU6-401P","106479743"
"20453","ENSG00000212379",97,"RNU6-269P","106481263"
"20454","ENSG00000212382",106,"RNU6-159P","106480557"
"20455","ENSG00000212384",72,"SNORD113-2","767562"
"20456","ENSG00000212385",104,"RNU6-817P","106479927"
"20457","ENSG00000212387",107,"RNU6-1055P","107105256"
"20458","ENSG00000212388",107,"RNU6-796P","106481432"
"20459","ENSG00000212389",107,"RNU6-1275P","106480122"
"20460","ENSG00000212396",133,"RNA5SP323","100873589"
"20461","ENSG00000212398",64,"RNU6-1248P","106480111"
"20462","ENSG00000212402",201,"SNORA74B","677841"
"20463","ENSG00000212407",106,"RNU6-663P","106481391"
"20464","ENSG00000212409",89,"RNY4P18","100379298"
"20465","ENSG00000212410",106,"RNU6-932P","106481474"
"20466","ENSG00000212413",133,"RNU11-3P","106479562"
"20467","ENSG00000212414",67,"SNORD77B","109616982"
"20468","ENSG00000212418",96,"RNY4P36","106480313"
"20469","ENSG00000212420",107,"RNU6-1111P","106481530"
"20470","ENSG00000212424",165,"RNU1-119P","106480668"
"20471","ENSG00000212425",113,"RNA5SP105","100873376"
"20472","ENSG00000212429",133,"RNU11-6P","106480544"
"20473","ENSG00000212433",119,"RNA5SP252","100873508"
"20474","ENSG00000212441",107,"RNU6-1269P","106480119"
"20475","ENSG00000212442",107,"RNU6-243P","106479675"
"20476","ENSG00000212443",249,"SNORA53","677832"
"20477","ENSG00000212446",107,"RNU6-131P","106479624"
"20478","ENSG00000212447",111,"SNORD90","692206"
"20479","ENSG00000212450",104,"RNU6-241P","106479674"
"20480","ENSG00000212451",133,"RNU11-4P","106481174"
"20481","ENSG00000212452",77,"SNORD69","692109"
"20482","ENSG00000212454",106,"RNA5SP286","100873539"
"20483","ENSG00000212457",98,"RNU6-644P","106481385"
"20484","ENSG00000212459",104,"RNU6-695P","106481400"
"20485","ENSG00000212460",108,"RNU6-460P","106479769"
"20486","ENSG00000212464",147,"SNORA12","677800"
"20487","ENSG00000212466",108,"RNU6-952P","106479987"
"20488","ENSG00000212468",107,"RNU6-754P","106481418"
"20489","ENSG00000212469",107,"RNU6-1158P","106480076"
"20490","ENSG00000212473",127,"RNU1-101P","106480667"
"20491","ENSG00000212475",106,"RNU6-400P","106481304"
"20492","ENSG00000212482",107,"RNU6-530P","106479801"
"20493","ENSG00000212485",107,"RNU6-1197P","106481558"
"20494","ENSG00000212489",107,"RNU6-1109P","106480054"
"20495","ENSG00000212493",68,"SNORD19","692089"
"20496","ENSG00000212495",108,"RNU6-332P","106481284"
"20497","ENSG00000212496",107,"RNU6-1093P","106481524"
"20498","ENSG00000212497",109,"RNA5SP465","100873709"
"20499","ENSG00000212498",86,"SNORD86","692201"
"20500","ENSG00000212499",107,"RNA5SP300","100873575"
"20501","ENSG00000212505",116,"RNA5SP299","100873574"
"20502","ENSG00000212510",107,"RNU6-972P","106479995"
"20503","ENSG00000212516",107,"RNU6-1268P","106480654"
"20504","ENSG00000212518",129,"RNU11-5P","106479563"
"20505","ENSG00000212520",107,"RNU6-1250P","106481575"
"20506","ENSG00000212521",106,"RNU6-918P","106481469"
"20507","ENSG00000212525",107,"RNA5SP212","100873472"
"20508","ENSG00000212526",103,"RNU6-466P","106481770"
"20509","ENSG00000212527",112,"RNA5SP63","100873298"
"20510","ENSG00000212534",88,"SNORD70","692110"
"20511","ENSG00000212535",108,"RNU6-808P","106481436"
"20512","ENSG00000212536",90,"RNA5SP474","100873716"
"20513","ENSG00000212542",109,"RNA5SP496","100873738"
"20514","ENSG00000212545",106,"RNU6-337P","106479716"
"20515","ENSG00000212546",107,"RNU6-995P","106481494"
"20516","ENSG00000212549",136,"RNA5SP354","100873614"
"20517","ENSG00000212550",165,"RNU1-78P","106480665"
"20518","ENSG00000212559",129,"RNA5SP35","100873367"
"20519","ENSG00000212560",106,"RNU6-630P","106481380"
"20520","ENSG00000212561",108,"RNU6-381P","106480576"
"20521","ENSG00000212564",107,"RNU6-1326P","106481951"
"20522","ENSG00000212568",104,"RNU6-1254P","106481576"
"20523","ENSG00000212571",118,"RNA5SP482","100873724"
"20524","ENSG00000212576",118,"RNA5SP467","100873711"
"20525","ENSG00000212584",106,"RNU6-587P","106481366"
"20526","ENSG00000212587",128,"SNORA40C","109616968"
"20527","ENSG00000212588",122,"SNORA26","677810"
"20528","ENSG00000212595",112,"RNA5SP525","111644134"
"20529","ENSG00000212597",104,"RNU6-876P","106481455"
"20530","ENSG00000212599",101,"RNU6-279P","106479690"
"20531","ENSG00000212601",120,"RNA5SP53","100873291"
"20532","ENSG00000212605",164,"RNU1-56P","106480165"
"20533","ENSG00000212607",131,"SNORA3B","677826"
"20534","ENSG00000212609",165,"RNU1-139P","106480196"
"20535","ENSG00000212612",107,"RNU6-1239P","106481571"
"20536","ENSG00000212623",108,"RNU6-493P","106481336"
"20537","ENSG00000212625",118,"RNA5SP397","100873650"
"20538","ENSG00000212628",114,"RNA5SP241","100873499"
"20539","ENSG00000212643",1470,"ZRSR2P1","7310"
"20540","ENSG00000212657",1610,"KRTAP16-1","100505753"
"20541","ENSG00000212658",1026,"KRTAP29-1","100533177"
"20542","ENSG00000212659",483,"KRTAP9-6","100507608"
"20543","ENSG00000212664",555,"RPL17P39","645296"
"20544","ENSG00000212694",4132,"LINC01089","338799"
"20545","ENSG00000212695",531,"RPL18AP11","100127999"
"20546","ENSG00000212710",4317,"CTAGE1","64693"
"20547","ENSG00000212712",1147,"LOC107985122","107985122"
"20548","ENSG00000212719",17439,"LINC02693","339263"
"20549","ENSG00000212721",1193,"KRTAP4-11","653240"
"20550","ENSG00000212722",1100,"KRTAP4-9","100132386"
"20551","ENSG00000212724",875,"KRTAP2-3","730755"
"20552","ENSG00000212725",776,"KRTAP2-1","81872"
"20553","ENSG00000212747",2030,"RTL8B","441518"
"20554","ENSG00000212766",3576,"EWSAT1","283673"
"20555","ENSG00000212802",615,"RPL15P3","653232"
"20556","ENSG00000212807",4946,"OR2A42","402317"
"20557","ENSG00000212864",1744,"RNF208","727800"
"20558","ENSG00000212899",735,"KRTAP3-3","85293"
"20559","ENSG00000212900",714,"KRTAP3-2","83897"
"20560","ENSG00000212901",739,"KRTAP3-1","83896"
"20561","ENSG00000212916",4514,"MAP10","54627"
"20562","ENSG00000212932",463,"RPL23AP4","54029"
"20563","ENSG00000212933",447,"KRTAP12-4","386684"
"20564","ENSG00000212935",1006,"KRTAP10-3","386682"
"20565","ENSG00000212938",636,"KRTAP6-3","337968"
"20566","ENSG00000212978",3109,"C2orf74-DT","339803"
"20567","ENSG00000212989",493,"LOC100129527","100129527"
"20568","ENSG00000212993",4964,"POU5F1B","5462"
"20569","ENSG00000213005",606,"PTTG3P","26255"
"20570","ENSG00000213013",382,"RPS15AP36","100271650"
"20571","ENSG00000213015",2604,"ZNF580","51157"
"20572","ENSG00000213020",7148,"ZNF611","81856"
"20573","ENSG00000213022",1443,"KLK9","284366"
"20574","ENSG00000213023",3844,"SYT3","84258"
"20575","ENSG00000213024",6021,"NUP62","23636"
"20576","ENSG00000213030",887,"CGB8","94115"
"20577","ENSG00000213035",424,"RPL23AP80","390949"
"20578","ENSG00000213041",552,"RPL17P8","730255"
"20579","ENSG00000213047",13203,"DENND1B","163486"
"20580","ENSG00000213048",951,"OR5S1P","391496"
"20581","ENSG00000213051",893,"RPL5P5","730213"
"20582","ENSG00000213055",676,"EEF1B2P7","100421756"
"20583","ENSG00000213057",2775,"C1orf220","400798"
"20584","ENSG00000213064",11217,"SFT2D2","375035"
"20585","ENSG00000213065",1486,"LOC100422263","100422263"
"20586","ENSG00000213066",15886,"CEP43","11116"
"20587","ENSG00000213068",415,"RPS17P6","391130"
"20588","ENSG00000213070",598,"HMGB3P6","729952"
"20589","ENSG00000213071",4749,"LPAL2","80350"
"20590","ENSG00000213075",1558,"RPL31P11","641311"
"20591","ENSG00000213079",5428,"SCAF8","22828"
"20592","ENSG00000213081",739,"ARPC1BP1","100288663"
"20593","ENSG00000213083",846,"VPS26CP1","100420893"
"20594","ENSG00000213085",2627,"CFAP45","25790"
"20595","ENSG00000213088",2106,"ACKR1","2532"
"20596","ENSG00000213090",2765,"SCYL2P1","100420110"
"20597","ENSG00000213096",7609,"ZNF254","9534"
"20598","ENSG00000213100",1000,"KRT18P68","139060"
"20599","ENSG00000213107",1238,"AHCYP5","391470"
"20600","ENSG00000213109",1297,"RPL7AP37","645257"
"20601","ENSG00000213111",334,"COX5BP2","1331"
"20602","ENSG00000213113",1058,"TUBB8P8","102723626"
"20603","ENSG00000213115",1194,"LOC729141","729141"
"20604","ENSG00000213123",1246,"DYNLT2B","255758"
"20605","ENSG00000213130",772,"EEF1DP5","442258"
"20606","ENSG00000213139",2080,"CRYGS","1427"
"20607","ENSG00000213145",2485,"CRIP1","1396"
"20608","ENSG00000213147",454,"RPL23AP60","728933"
"20609","ENSG00000213152",794,"RPL7AP60","100271538"
"20610","ENSG00000213155",490,"LOC101929598","101929598"
"20611","ENSG00000213158",918,"GAPDHP36","647249"
"20612","ENSG00000213160",5513,"KLHL23","151230"
"20613","ENSG00000213160",5513,"PHOSPHO2-KLHL23","100526832"
"20614","ENSG00000213169",762,"RPL8P4","402150"
"20615","ENSG00000213171",2644,"LINGO4","339398"
"20616","ENSG00000213176",626,"RPL13P6","100129176"
"20617","ENSG00000213179",541,"RPL17P41","100132645"
"20618","ENSG00000213180",314,"RPL36AP48","646175"
"20619","ENSG00000213182",915,"OR10D5P","79488"
"20620","ENSG00000213183",581,"RPS7P8","442237"
"20621","ENSG00000213185",1177,"FAM24B","196792"
"20622","ENSG00000213186",7822,"TRIM59","286827"
"20623","ENSG00000213188",808,"YBX1P4","100131012"
"20624","ENSG00000213190",2483,"MLLT11","10962"
"20625","ENSG00000213199",2748,"ASIC3","9311"
"20626","ENSG00000213203",4797,"GIMAP1","170575"
"20627","ENSG00000213211",1219,"KRT18P64","107133513"
"20628","ENSG00000213213",2976,"CCDC183","84960"
"20629","ENSG00000213214",2655,"ARHGEF35","445328"
"20630","ENSG00000213215",5109,"OR2F1","26211"
"20631","ENSG00000213218",1755,"CSH2","1443"
"20632","ENSG00000213221",3099,"DNLZ","728489"
"20633","ENSG00000213222",1027,"TOMM40P4","100422473"
"20634","ENSG00000213225",2728,"NOC2LP1","643276"
"20635","ENSG00000213226",960,"LOC100130018","100130018"
"20636","ENSG00000213231",1858,"TCL1B","9623"
"20637","ENSG00000213233",453,"RPL23AP62","100271617"
"20638","ENSG00000213235",1414,"EEF1A1P16","387845"
"20639","ENSG00000213238",397,"RPS17P12","442726"
"20640","ENSG00000213246",2079,"SUPT4H1","6827"
"20641","ENSG00000213252",1499,"LOC100422300","100422300"
"20642","ENSG00000213261",673,"EEF1B2P6","647030"
"20643","ENSG00000213265",2264,"TSGA13","114960"
"20644","ENSG00000213269",761,"RPS6P26","392497"
"20645","ENSG00000213270",860,"RPL6P25","401725"
"20646","ENSG00000213272",800,"RPL7AP9","441642"
"20647","ENSG00000213275",396,"IFITM9P","390218"
"20648","ENSG00000213280",448,"RPS10P15","654029"
"20649","ENSG00000213281",4326,"NRAS","4893"
"20650","ENSG00000213285",468,"RPL23AP45","729764"
"20651","ENSG00000213290",1214,"PGK1P2","5233"
"20652","ENSG00000213291",375,"RPL31P39","641790"
"20653","ENSG00000213293",412,"RPL28P5","729279"
"20654","ENSG00000213296",872,"RPS2P31","392781"
"20655","ENSG00000213302",373,"RPL31P37","646787"
"20656","ENSG00000213304",531,"RPL18AP13","646189"
"20657","ENSG00000213305",871,"HNRNPCP6","100421794"
"20658","ENSG00000213307",530,"RPL18P11","390612"
"20659","ENSG00000213309",535,"RPL9P18","389404"
"20660","ENSG00000213312",801,"RPL7AP34","441154"
"20661","ENSG00000213315",459,"RPS18P2","326320"
"20662","ENSG00000213316",1192,"LTC4S","4056"
"20663","ENSG00000213318",783,"RPS4Y1P1","441774"
"20664","ENSG00000213326",586,"RPS7P11","644315"
"20665","ENSG00000213333",867,"NPM1P50","100129795"
"20666","ENSG00000213335",682,"CLNS1AP1","1204"
"20667","ENSG00000213337",5246,"ANKRD39","51239"
"20668","ENSG00000213339",3430,"QTRT1","81890"
"20669","ENSG00000213341",6903,"CHUK","1147"
"20670","ENSG00000213343",480,"RPL21P18","729484"
"20671","ENSG00000213347",4743,"MXD3","83463"
"20672","ENSG00000213361",319,"RPL36P12","100271012"
"20673","ENSG00000213363",605,"RPS3P6","645000"
"20674","ENSG00000213365",712,"LOC401703","401703"
"20675","ENSG00000213366",9116,"GSTM2","2946"
"20676","ENSG00000213371",880,"NAP1L1P3","100130335"
"20677","ENSG00000213373",2167,"LINC00671","388387"
"20678","ENSG00000213380",7851,"COG8","84342"
"20679","ENSG00000213384",255,"EIF4E2P1","128770"
"20680","ENSG00000213385",794,"RPL7AP39","646476"
"20681","ENSG00000213390",6167,"ARHGAP19","84986"
"20682","ENSG00000213394",882,"RPSAP46","652624"
"20683","ENSG00000213397",3966,"HAUS7","55559"
"20684","ENSG00000213398",2625,"LCAT","3931"
"20685","ENSG00000213399",793,"RPS2P17","400963"
"20686","ENSG00000213401",1965,"MAGEA12","4111"
"20687","ENSG00000213402",907,"PTPRCAP","5790"
"20688","ENSG00000213412",561,"HNRNPA1P33","728643"
"20689","ENSG00000213413",1971,"PVRIG","79037"
"20690","ENSG00000213414",1561,"LOC345471","345471"
"20691","ENSG00000213416",1092,"KRTAP4-12","83755"
"20692","ENSG00000213417",764,"KRTAP2-4","85294"
"20693","ENSG00000213420",3837,"GPC2","221914"
"20694","ENSG00000213421",783,"RPL7AP17","100270897"
"20695","ENSG00000213424",3169,"KRT222","125113"
"20696","ENSG00000213431",1201,"LOC100421580","100421580"
"20697","ENSG00000213432",555,"RPL17P34","643863"
"20698","ENSG00000213439",925,"OR5AC1","81431"
"20699","ENSG00000213442",528,"RPL18AP3","390354"
"20700","ENSG00000213445",4652,"SIPA1","6494"
"20701","ENSG00000213448",415,"RPS23P2","391701"
"20702","ENSG00000213451",893,"OR6C69P","403285"
"20703","ENSG00000213462",5027,"ERV3-1","2086"
"20704","ENSG00000213463",7057,"SYNJ2BP","55333"
"20705","ENSG00000213465",2037,"ARL2","402"
"20706","ENSG00000213468",12161,"FIRRE","286467"
"20707","ENSG00000213470",364,"RPL31P51","100271475"
"20708","ENSG00000213471",3902,"TTLL13","440307"
"20709","ENSG00000213480",913,"LOC100418710","100418710"
"20710","ENSG00000213487",1234,"ASS1P4","449"
"20711","ENSG00000213492",1663,"NT5C3AP1","90859"
"20712","ENSG00000213493",1451,"ACTN4P1","344978"
"20713","ENSG00000213495",437,"RPL26P13","130865"
"20714","ENSG00000213500",1454,"LAP3P2","389386"
"20715","ENSG00000213512",2432,"GBP7","388646"
"20716","ENSG00000213516",5087,"RBMXL1","494115"
"20717","ENSG00000213519",286,"RPL36P7","100271010"
"20718","ENSG00000213523",2821,"SRA1","10011"
"20719","ENSG00000213527",361,"RPS12P25","646985"
"20720","ENSG00000213529",403,"RPL32P22","644996"
"20721","ENSG00000213533",5705,"STIMATE","375346"
"20722","ENSG00000213538",1514,"KRT8P41","283102"
"20723","ENSG00000213542",794,"RPL7AP43","644236"
"20724","ENSG00000213547",933,"VN1R64P","730196"
"20725","ENSG00000213551",3218,"DNAJC9","23234"
"20726","ENSG00000213553",954,"RPLP0P6","220717"
"20727","ENSG00000213556",265,"LOC100288416","100288416"
"20728","ENSG00000213557",380,"RPL31P43","392382"
"20729","ENSG00000213559",922,"HNRNPA1P64","100129325"
"20730","ENSG00000213563",3001,"C8orf82","414919"
"20731","ENSG00000213578",2002,"CPLX3","594855"
"20732","ENSG00000213585",3049,"VDAC1","7416"
"20733","ENSG00000213588",3010,"ZBTB9","221504"
"20734","ENSG00000213593",2253,"TMX2","51075"
"20735","ENSG00000213598",376,"RPL31P4","729646"
"20736","ENSG00000213599",4611,"SLX1A-SULT1A3","100526830"
"20737","ENSG00000213607",901,"OR4A45P","403251"
"20738","ENSG00000213609",795,"RPL7AP50","87688"
"20739","ENSG00000213613",523,"RPL11P3","100271271"
"20740","ENSG00000213614",15893,"HEXA","3073"
"20741","ENSG00000213619",4507,"NDUFS3","4722"
"20742","ENSG00000213621",886,"RPSAP54","642641"
"20743","ENSG00000213625",5237,"LEPROT","54741"
"20744","ENSG00000213626",4532,"LBH","81606"
"20745","ENSG00000213638",2216,"ADAT3","113179"
"20746","ENSG00000213639",7394,"PPP1CB","5500"
"20747","ENSG00000213640",880,"EEF1DP4","442325"
"20748","ENSG00000213641",769,"RPL7AP4","652985"
"20749","ENSG00000213643",748,"VN1R37P","402273"
"20750","ENSG00000213648",1945,"SULT1A4","445329"
"20751","ENSG00000213652",606,"HMGB3P30","203510"
"20752","ENSG00000213654",1833,"GPSM3","63940"
"20753","ENSG00000213657",377,"RPL31P44","644522"
"20754","ENSG00000213658",4538,"LAT","27040"
"20755","ENSG00000213659",835,"RSU1P3","100419964"
"20756","ENSG00000213661",561,"RPL18P3","100129374"
"20757","ENSG00000213663",476,"RPL21P58","100271173"
"20758","ENSG00000213664",431,"RPS16P8","654170"
"20759","ENSG00000213669",465,"RPL21P86","100271190"
"20760","ENSG00000213671",1264,"OLA1P2","106479059"
"20761","ENSG00000213672",3431,"NCKIPSD","51517"
"20762","ENSG00000213676",3629,"ATF6B","1388"
"20763","ENSG00000213689",1448,"TREX1","11277"
"20764","ENSG00000213693",2181,"SEC14L1P1","729799"
"20765","ENSG00000213694",13702,"S1PR3","1903"
"20766","ENSG00000213695",583,"RPS7P14","646108"
"20767","ENSG00000213698",845,"CAPZA1P3","645938"
"20768","ENSG00000213699",3902,"SLC35F6","54978"
"20769","ENSG00000213700",546,"RPL17P50","729046"
"20770","ENSG00000213706",571,"RHOG2P","392489"
"20771","ENSG00000213708",1117,"SLC16A14P1","100128685"
"20772","ENSG00000213714",694,"FAM209B","388799"
"20773","ENSG00000213716",406,"FABP5P5","100288964"
"20774","ENSG00000213717",424,"RPL18AP10","100271285"
"20775","ENSG00000213719",1942,"CLIC1","1192"
"20776","ENSG00000213722",2363,"DDAH2","23564"
"20777","ENSG00000213726",820,"RPS2P52","100271250"
"20778","ENSG00000213727",1177,"LOC100132723","100132723"
"20779","ENSG00000213729",440,"RPS16P2","402069"
"20780","ENSG00000213736",378,"BRI3P2","441630"
"20781","ENSG00000213739",502,"PPIAP68","111082967"
"20782","ENSG00000213741",9840,"RPS29","6235"
"20783","ENSG00000213742",5991,"ZNF337-AS1","102724826"
"20784","ENSG00000213744",502,"RPS10P14","646942"
"20785","ENSG00000213750",877,"RPS2P33","286150"
"20786","ENSG00000213752",487,"RPS10P31","100129939"
"20787","ENSG00000213753",9728,"CENPBD2P","65996"
"20788","ENSG00000213753",9728,"RPL23AP79","100271626"
"20789","ENSG00000213754",1436,"KPNA4P1","100421109"
"20790","ENSG00000213757",787,"RPS3AP20","643932"
"20791","ENSG00000213759",2357,"UGT2B11","10720"
"20792","ENSG00000213760",2165,"ATP6V1G2","534"
"20793","ENSG00000213762",5139,"ZNF134","7693"
"20794","ENSG00000213771",1420,"KRT8P37","100287325"
"20795","ENSG00000213780",2330,"GTF2H4","2968"
"20796","ENSG00000213781",1204,"PSMC1P2","442291"
"20797","ENSG00000213782",5040,"DDX47","51202"
"20798","ENSG00000213787",803,"RPL7AP38","442660"
"20799","ENSG00000213791",613,"RPS5P5","340443"
"20800","ENSG00000213793",4435,"ZNF888","388559"
"20801","ENSG00000213798",796,"RPL7AP41","100271213"
"20802","ENSG00000213799",6450,"ZNF845","91664"
"20803","ENSG00000213801",2341,"ZNF321P","399669"
"20804","ENSG00000213809",3044,"KLRK1","22914"
"20805","ENSG00000213809",3044,"KLRC4-KLRK1","100528032"
"20806","ENSG00000213820",659,"RPL13P2","128500"
"20807","ENSG00000213822",1908,"CEACAM18","729767"
"20808","ENSG00000213842",992,"SUGT1P2","728706"
"20809","ENSG00000213849",371,"RPL31P18","285260"
"20810","ENSG00000213851",897,"RPS2P21","441013"
"20811","ENSG00000213853",8652,"EMP2","2013"
"20812","ENSG00000213854",900,"CNN2P6","339897"
"20813","ENSG00000213859",3056,"KCTD11","147040"
"20814","ENSG00000213860",483,"RPL21P75","728501"
"20815","ENSG00000213862",792,"RPL7AP62","644029"
"20816","ENSG00000213864",676,"EEF1B2P2","1934"
"20817","ENSG00000213867",425,"RPL27P1","326299"
"20818","ENSG00000213873",520,"PPIAP86","111082970"
"20819","ENSG00000213876",663,"RPL7AP64","728486"
"20820","ENSG00000213880",797,"RPL7AP7","353013"
"20821","ENSG00000213886",894,"UBD","10537"
"20822","ENSG00000213889",2604,"PPM1N","147699"
"20823","ENSG00000213891",1204,"RPL3P6","643220"
"20824","ENSG00000213892",1697,"CEACAM16","388551"
"20825","ENSG00000213896",374,"RPL31P8","253013"
"20826","ENSG00000213900",406,"RPS17P1","442195"
"20827","ENSG00000213901",3601,"SLC23A3","151295"
"20828","ENSG00000213903",4465,"LTB4R","1241"
"20829","ENSG00000213904",4991,"LIPE-AS1","100996307"
"20830","ENSG00000213904",4991,"LOC101930071","101930071"
"20831","ENSG00000213906",3233,"LTB4R2","56413"
"20832","ENSG00000213908",815,"CYP2A7P1","1550"
"20833","ENSG00000213911",931,"OR2G1P","26717"
"20834","ENSG00000213916",632,"RPL13P","387044"
"20835","ENSG00000213917",815,"RPL5P8","100130523"
"20836","ENSG00000213918",11249,"DNASE1","1773"
"20837","ENSG00000213920",1066,"MDP1","145553"
"20838","ENSG00000213921",901,"LEUTX","342900"
"20839","ENSG00000213923",7098,"CSNK1E","1454"
"20840","ENSG00000213924",1210,"HNRNPH1P2","100129368"
"20841","ENSG00000213927",973,"CCL27","10850"
"20842","ENSG00000213928",6471,"IRF9","10379"
"20843","ENSG00000213930",4407,"GALT","2592"
"20844","ENSG00000213931",961,"HBE1","3046"
"20845","ENSG00000213934",1467,"HBG1","3047"
"20846","ENSG00000213935",373,"RPL22P16","100270959"
"20847","ENSG00000213937",1583,"CLDN9","9080"
"20848","ENSG00000213938",1179,"SEPHS1P6","729399"
"20849","ENSG00000213939",402,"RPS12P29","728244"
"20850","ENSG00000213940",616,"RPL13AP13","402214"
"20851","ENSG00000213942",377,"RPL31P10","390283"
"20852","ENSG00000213943",1279,"KRT18P17","344866"
"20853","ENSG00000213949",18545,"ITGA1","3672"
"20854","ENSG00000213950",494,"RPS10P2","140758"
"20855","ENSG00000213954",486,"ATP5PDP3","138864"
"20856","ENSG00000213958",1267,"KRT18P29","729050"
"20857","ENSG00000213963",23674,"LOC100130691","100130691"
"20858","ENSG00000213965",3103,"NUDT19","390916"
"20859","ENSG00000213967",6034,"ZNF726","730087"
"20860","ENSG00000213970",992,"RPS15P7","100271361"
"20861","ENSG00000213973",7861,"ZNF99","7652"
"20862","ENSG00000213977",1381,"TAX1BP3","30851"
"20863","ENSG00000213979",802,"RPL7AP14","140756"
"20864","ENSG00000213983",6897,"AP1G2","8906"
"20865","ENSG00000213988",6088,"ZNF90","7643"
"20866","ENSG00000213995",2973,"NAXD","55739"
"20867","ENSG00000213996",2188,"TM6SF2","53345"
"20868","ENSG00000213999",2087,"BORCS8-MEF2B","4207"
"20869","ENSG00000213999",2087,"MEF2B","100271849"
"20870","ENSG00000214012",1282,"KRT18P38","441133"
"20871","ENSG00000214013",7840,"GANC","2595"
"20872","ENSG00000214015",405,"RPL32P23","644020"
"20873","ENSG00000214016",878,"RPSAP61","644464"
"20874","ENSG00000214019",1590,"RBM39P1","643167"
"20875","ENSG00000214021",10415,"TTLL3","26140"
"20876","ENSG00000214022",4649,"REPIN1","29803"
"20877","ENSG00000214024",453,"RPL23AP29","100271458"
"20878","ENSG00000214025",746,"ATP5PBP4","100422514"
"20879","ENSG00000214026",2975,"MRPL23","6150"
"20880","ENSG00000214026",2975,"LOC107987373","107987373"
"20881","ENSG00000214029",17434,"ZNF891","101060200"
"20882","ENSG00000214039",5374,"LINC02418","100190940"
"20883","ENSG00000214042",737,"IFNA7","3444"
"20884","ENSG00000214043",6453,"LINC02347","100128554"
"20885","ENSG00000214046",5104,"SMIM7","79086"
"20886","ENSG00000214047",465,"RPS11P7","642687"
"20887","ENSG00000214049",4154,"UCA1","652995"
"20888","ENSG00000214050",3932,"FBXO16","157574"
"20889","ENSG00000214062",724,"RPL7P17","100270851"
"20890","ENSG00000214063",5837,"TSPAN4","7106"
"20891","ENSG00000214064",828,"RPL6P5","100270844"
"20892","ENSG00000214070",1024,"MANEALP1","391448"
"20893","ENSG00000214071",551,"LOC442445","442445"
"20894","ENSG00000214073",475,"RPL21P17","727810"
"20895","ENSG00000214074",405,"RPL23AP39","100271461"
"20896","ENSG00000214076",3730,"CPSF1P1","129099"
"20897","ENSG00000214078",3608,"CPNE1","8904"
"20898","ENSG00000214081",2404,"CYP4F30P","100132708"
"20899","ENSG00000214087",2457,"ARL16","339231"
"20900","ENSG00000214093",457,"RPS18P14","100128535"
"20901","ENSG00000214097",1846,"SMCO1","255798"
"20902","ENSG00000214100",1749,"PLAC9P1","389033"
"20903","ENSG00000214102",3061,"WEE2","494551"
"20904","ENSG00000214107",1994,"MAGEB1","4112"
"20905","ENSG00000214108",521,"TPT1P5","100421420"
"20906","ENSG00000214113",3950,"LYRM4","57128"
"20907","ENSG00000214114",2773,"MYCBP","26292"
"20908","ENSG00000214124",238,"SNRPEP9","100874416"
